,ABV,Coin,Market Cap,Percent Change,Price
459,KICK,KickCoin,8481909.20357,-0.08%,$0.016182
460,BITG,Bitcoin Green,8438917.80389,-6.98%,$1.64
461,FUEL,Etherparty,8436553.04855,-0.53%,$0.016025
462,MDA,Moeda Loyalty...,8435771.86233,-6.64%,$0.429763
463,QBIT,Qubitica,8392601.08094,-3.95%,$3.38
464,HTML,HTMLCOIN,8282238.0599,-1.25%,$0.000157
465,TRAC,OriginTrail,8265682.97005,-4.90%,$0.029739
466,BCPT,BlockMason Cr...,8220006.88417,23.75%,$0.109822
467,ARB,ARBITRAGE,8107747.66492,11.55%,$1.86
468,ECC,ECC,8107214.44592,6.88%,$0.000324
469,DIM,DIMCOIN,8090491.09434,1.24%,$0.003848
470,ADT,adToken,8074604.76624,-3.12%,$0.013458
471,SHIFT,Shift,8045429.87085,0.57%,$0.645895
472,TRIG,Triggers,7992018.01613,-9.33%,$0.248929
473,BOX,ContentBox,7987576.58243,-9.49%,$0.012978
474,MSP,Mothership,7961377.53646,-6.24%,$0.056867
475,COSS,COSS,7923441.09031,-5.33%,$0.066690
476,WAB,WABnetwork,7913086.98567,-8.24%,$0.000885
477,EXC,Eximchain,7901191.08089,-5.16%,$0.117391
478,PHR,Phore,7873105.65339,-5.05%,$0.536462
479,UCASH,UNIVERSAL CASH,7866739.89229,-5.48%,$0.000947
480,SWFTC,SwftCoin,7810232.85544,-3.69%,$0.002146
481,SLT,Smartlands,7780252.84727,-0.15%,$1.53
482,NANJ,NANJCOIN,7761109.52135,-2.66%,$0.000401
483,EKT,EDUCare,7754926.17361,-3.85%,$0.017233
484,CNN,Content Neutr...,7613121.40617,-3.05%,$0.000442
485,CPX,Apex,7596521.65853,-4.82%,$0.017268
486,DMT,DMarket,7579845.99222,-5.84%,$0.150945
487,DOCK,Dock,7570250.39501,-6.94%,$0.017710
488,LUN,Lunyr,7539549.03325,1.45%,$3.28
489,BITB,Bean Cash,7508468.82929,-5.38%,$0.002867
490,YOYOW,YOYOW,7498977.96307,-8.20%,$0.025695
491,ZRC,ZrCoin,7473449.60713,-4.03%,$1.91
492,EVR,Everus,7440317.18396,12.13%,$0.014286
493,GRC,GridCoin,7335745.29488,9.51%,$0.018795
494,MOON,Mooncoin,7313202.20528,-3.68%,$0.000033
495,GRID,Grid+,7276082.57901,-22.67%,$0.185442
496,RVR,RevolutionVR,7269909.45011,-6.15%,$0.034619
497,EVX,Everex,7260926.96718,1.42%,$0.440056
498,BBC,TraDove B2BCoin,7198160.95435,-5.48%,$0.014396
499,HOT,Hydro Protocol,7181941.64374,-2.54%,$0.010231
500,MER,Mercury,7131855.99841,-2.55%,$0.071319
501,COLX,ColossusXT,7093593.48909,-5.24%,$0.000653
502,MWAT,Restart Energ...,7028213.44465,-3.59%,$0.015523
503,CAS,Cashaa,6990921.81353,25.87%,$0.013683
504,DOV,Dovu,6964339.38083,-7.43%,$0.017517
505,HLC,HalalChain,6874490.22646,-0.58%,$0.023329
506,PLBT,Polybius,6826058.31322,-16.51%,$1.72
507,DMD,Diamond,6776494.84932,-7.43%,$2.29
508,ROCK2,ICE ROCK MINING,6764041.56201,-12.89%,$0.430906
509,VIB,Viberate,6629551.95497,-5.79%,$0.037905
510,PEPECASH,Pepe Cash,6605088.41252,-5.36%,$0.009411
511,MOT,Olympus Labs,6598803.25976,-4.11%,$0.172197
512,DAG,Constellation,6593254.05601,-2.21%,$0.010387
513,THC,HempCoin,6540948.73073,-4.86%,$0.026788
514,OPTI,OptiToken,6458429.39102,-11.56%,$0.280209
515,AMP,Synereo,6455039.39118,-2.65%,$0.064084
516,TIX,Blocktix,6445709.449,2.33%,$0.161143
517,TUBE,BitTube,6430600.5669,-9.13%,$0.069943
518,CHSB,SwissBorg,6420149.02865,-3.81%,$0.011150
519,FOTA,Fortuna,6390780.33906,-4.10%,$0.013976
520,BCA,Bitcoin Atom,6372008.53553,-15.43%,$0.349217
521,MLN,Melon,6347453.48201,-0.82%,$10.59
522,YEE,YEE,6346222.59895,-4.61%,$0.004649
523,FLASH,Flash,6332962.97258,5.19%,$0.007037
524,RMT,SureRemit,6329484.75295,10.73%,$0.012659
525,B2B,B2BX,6276361.26561,-1.84%,$0.381782
526,SPC,SpaceChain,6274790.0373,-6.35%,$0.012184
527,RMC,Russian Miner...,6267176.13646,10.39%,$4158.71
528,CRW,Crown,6242316.41465,-4.40%,$0.308049
529,ZCO,Zebi,6203792.70335,-6.11%,$0.012408
530,EBC,EBCoin,6203243.01497,0.01%,$0.001763
531,NCT,PolySwarm,6106960.03043,-2.37%,$0.003949
532,PRO,Propy,6087027.82547,-6.11%,$0.312063
533,MTH,Monetha,6086000.84003,-4.18%,$0.027921
534,BZNT,Bezant,6065009.44178,-7.07%,$0.014920
535,SPD,SPINDLE,6064826.6653,-5.09%,$0.001432
536,LNC,Linker Coin,6026222.6972,-6.59%,$0.053435
537,BLK,BlackCoin,6017007.25706,-4.89%,$0.081158
538,DADI,DADI,6004997.96043,0.46%,$0.080551
539,BMC,Blackmoon,6003608.10972,-8.60%,$0.273918
540,ZPR,ZPER,5985682.40366,-3.48%,$0.005266
541,HMC,Hi Mutual Soc...,5903221.32299,-3.53%,$0.014608
542,BKX,Bankex,5898070.51857,4.82%,$0.073355
543,PAT,Patron,5873468.14075,-3.62%,$0.024850
544,GET,GET Protocol,5776158.89547,-0.91%,$0.507203
545,POT,PotCoin,5722263.53155,-9.56%,$0.025920
546,MOC,Moss Coin,5705593.65456,-2.93%,$0.033777
547,PPY,Peerplays,5681869.15792,-8.36%,$1.27
548,ABL,Airbloc,5666048.55846,-5.99%,$0.034804
549,IVY,Ivy,5618880.12156,-5.05%,$0.018674
550,DEV,DeviantCoin,5614802.17098,-4.74%,$0.493305
551,VIPS,Vipstar Coin,5582988.05426,-1.34%,$0.000521
552,TAU,Lamden,5575516.88545,-1.21%,$0.039205
553,1ST,FirstBlood,5547556.99571,0.02%,$0.064839
554,NPW,New Power Coin,5537954.86291,-11.01%,$0.414156
555,HMQ,Humaniq,5386101.88468,-8.72%,$0.029069
556,PRL,Oyster,5377266.84701,-0.65%,$0.063287
557,NVC,Novacoin,5368214.03323,-38.76%,$2.45
558,DLT,Agrello,5348347.47774,-10.70%,$0.062205
559,LA,LATOKEN,5343075.74394,-3.81%,$0.065934
560,CLAM,Clams,5299702.26359,-2.71%,$1.64
561,SEN,Consensus,5237111.01453,-2.57%,$0.003259
562,LET,LinkEye,5217825.86789,-3.32%,$0.008696
563,UPP,Sentinel Prot...,5133612.77714,-3.77%,$0.025308
564,XP,Experience Po...,5112288.9394,0.36%,$0.000021
565,ONION,DeepOnion,5108259.77794,-6.18%,$0.321034
566,BET,DAO.Casino,5096418.8913,-0.84%,$0.030468
567,XSPEC,Spectrecoin,5079503.09266,-3.18%,$0.244380
568,QUN,QunQun,5069475.92608,-5.03%,$0.007129
569,XEL,Elastic,5057328.2835,0.78%,$0.055165
570,FTI,FansTime,5054104.55897,-3.36%,$0.001773
571,RISE,Rise,5034902.99414,5.27%,$0.038931
572,BIS,Bismuth,5031958.10435,-3.18%,$0.394574
573,XDCE,XinFin Network,5022427.51622,-5.54%,$0.001318
574,PRA,ProChain,5007976.95654,-3.44%,$0.101043
575,DIME,Dimecoin,4983111.86669,2.98%,$0.000009
576,CAG,Change,4979478.88396,-4.08%,$0.134182
577,DAT,Datum,4950721.72245,2.27%,$0.005467
578,AXPR,aXpire,4937856.67598,-4.39%,$0.018633
579,LCS,LocalCoinSwap,4874623.815,-10.64%,$0.121793
580,ZCN,0chain,4872512.7502,-5.22%,$0.121813
581,INCNT,Incent,4845464.25278,-6.75%,$0.105298
582,TFD,TE-FOOD,4781323.80972,-14.55%,$0.009600
583,UKG,Unikoin Gold,4762726.26998,-3.72%,$0.033665
584,BBK,Brickblock,4760297.86625,54.69%,$0.066932
585,ARN,Aeron,4732496.49964,4.12%,$0.364038
586,TAAS,TaaS,4721676.41072,-1.99%,$0.579631
587,XMY,Myriad,4686804.95572,-3.02%,$0.002914
588,TIC,Thingschain,4686609.13211,-8.84%,$0.000409
589,MGD,MassGrid,4682597.29132,1.83%,$0.091861
590,HAV,Havven,4644043.07398,-5.79%,$0.072727
591,BPT,Blockport,4631584.48959,-5.31%,$0.087602
592,NPX,NaPoleonX,4595086.63928,0.63%,$0.181409
593,OCT,OracleChain,4588867.3626,-12.00%,$0.152962
594,MOZO,Mozo Token,4587166.41819,2.92%,$0.006060
595,CARD,Cardstack,4583683.13447,-3.04%,$0.001901
596,UGC,ugChain,4577359.29731,-2.54%,$0.008047
597,ERO,Eroscoin,4550279.53841,7.68%,$0.024366
598,OAX,OAX,4513071.56093,-9.46%,$0.180456
599,DACS,DACSEE,4453076.10471,-6.17%,$0.006042
600,TMT,TRAXIA,4430066.831,-1.20%,$0.009032
601,LOC,LockTrip,4423892.36161,-6.11%,$0.476047
602,STK,STK,4420070.76144,-3.91%,$0.012930
603,BANCA,Banca,4415478.32702,-6.44%,$0.000247
604,IOC,I/O Coin,4410722.71701,-6.04%,$0.259747
605,BOXX,BOXX Token [B...,4403690.36277,-33.29%,$0.194844
606,XPA,XPA,4355239.16311,-5.47%,$0.076170
607,NMR,Numeraire,4336388.52652,-3.36%,$3.21
608,NYC,NewYorkCoin,4333193.64765,9.46%,$0.000032
609,OMX,Shivom,4331329.5671,-2.88%,$0.007126
610,UP,UpToken,4290920.72189,-0.30%,$0.029367
611,RBY,Rubycoin,4284249.76424,-58.53%,$0.164085
612,ZSC,Zeusshield,4272747.14962,0.33%,$0.003705
613,CAPP,Cappasity,4264099.24135,-3.74%,$0.008595
614,XES,Proxeus,4259959.34847,-6.54%,$0.020960
615,EXRN,EXRNchain,4255116.94929,4.73%,$0.000046
616,VEX,Vexanium,4247331.29038,6.44%,$0.014073
617,BBN,Banyan Network,4235052.52399,-8.49%,$0.008974
618,PCH,POPCHAIN,4230542.55281,2.17%,$0.012635
619,NTK,Neurotoken,4213114.06329,-4.08%,$0.053394
620,EVN,Envion,4182712.1693,-11.31%,$0.037557
621,XAUR,Xaurum,4181493.35965,-4.34%,$0.037234
622,FLO,FLO,4165990.48893,19.06%,$0.028363
623,SNC,SunContract,4159931.3071,-5.61%,$0.034694
624,HPC,Happycoin,4157393.98625,-5.87%,$0.259632
625,OMNI,Omni,4142048.85881,-4.77%,$7.38
626,ANC,Anoncoin,4127969.84137,20.80%,$1.96
627,ORME,Ormeus Coin,4127563.63857,-5.86%,$0.242380
628,STX,Stox,4126479.15091,-4.76%,$0.085172
629,REM,Remme,4096281.36262,-4.38%,$0.006812
630,XST,Stealth,4086486.47232,-4.85%,$0.136692
631,MTN,Medicalchain,4073161.44983,-4.95%,$0.022017
632,BLT,Bloom,4062534.81414,-4.98%,$0.084881
633,BTT,Blocktrade,4042949.84143,-4.38%,$0.070187
634,SWM,Swarm,4021111.11611,5.46%,$0.078670
635,RADS,Radium,4013771.35989,2.54%,$1.13
636,DICE,Etheroll,4002908.53835,-9.93%,$0.571712
637,EGT,Egretia,4001801.82554,-6.73%,$0.001362
638,CLO,Callisto Network,3974698.58132,11.12%,$0.005731
639,NOKU,Noku,3970064.24254,31.78%,$0.287817
640,UT,Ulord,3965506.67206,-5.86%,$0.136404
641,MUE,MonetaryUnit,3942401.43229,-3.56%,$0.028021
642,SEM,Semux,3941728.15042,-8.89%,$0.488672
643,AIDOC,AI Doctor,3941583.47164,-2.79%,$0.008891
644,IXT,IXT,3935649.77606,-2.31%,$0.109999
645,MUSIC,Musicoin,3935226.30049,-3.50%,$0.003649
646,ELEC,Electrify.Asia,3921562.40206,-4.31%,$0.008756
647,GSC,Global Social...,3873417.3536,-2.25%,$0.008941
648,SKM,Skrumble Network,3871070.88025,-1.68%,$0.005441
649,DXT,Datawallet,3855141.92906,-12.39%,$0.009879
650,EXP,Expanse,3832048.06569,-1.65%,$0.365121
651,SENT,Sentinel,3829184.56481,-3.00%,$0.001915
652,SWTH,Switcheo,3794088.79082,-12.59%,$0.007259
653,HST,Decision Token,3764502.61669,-4.03%,$0.117545
654,BRM,BrahmaOS,3752011.43397,-8.90%,$0.006059
655,AUR,Auroracoin,3693533.40328,-4.54%,$0.326038
656,TTT,TrustNote,3683472.15025,-8.01%,$0.011882
657,UUU,U Network,3654981.44334,2.09%,$0.000620
658,CBC,CashBet Coin,3647201.89102,-0.25%,$0.028315
659,MRK,MARK.SPACE,3640052.38142,3.06%,$0.007531
660,GRFT,Graft,3612242.97317,-6.28%,$0.008919
661,CV,carVertical,3590084.09614,-9.53%,$0.000593
662,GUP,Matchpool,3557911.06286,-5.49%,$0.047439
663,XSH,SHIELD,3518569.52393,1.33%,$0.006859
664,ADST,AdShares,3518267.39165,-5.19%,$0.181550
665,TNC,Trinity Netwo...,3514602.09172,-0.20%,$0.010544
666,OXY,Oxycoin,3502914.31451,8.20%,$0.031247
667,NBC,Niobium Coin,3488615.52095,-5.68%,$0.072785
668,DIVX,Divi,3477397.7927,-0.34%,$1.19
669,ZMN,ZMINE,3472308.35331,-7.43%,$0.025552
670,MINT,MintCoin,3464379.031,4.14%,$0.000139
671,ALI,AiLink Token,3462060.42523,-5.85%,$0.002388
672,LUX,LUXCoin,3446955.91081,-15.53%,$1.33
673,VRC,VeriCoin,3440268.83959,-11.07%,$0.110069
674,RNTB,BitRent,3433758.84433,-1.83%,$0.004079
675,BOT,Bodhi,3431108.13811,-4.46%,$0.085778
676,UCN,UChain,3430474.3374,36.15%,$0.012740
677,BMX,BitMart Token,3415025.42348,-2.73%,$0.029271
678,CCCX,Clipper Coin,3397909.52245,0.86%,$0.002162
679,BOB,Bob's Repair,3392361.17032,-7.79%,$0.043333
680,AC3,AC3,3358747.26206,-8.12%,$0.048787
681,LPC,Lightpaycoin,3350710.414,-12.13%,$1.17
682,KRM,Karma,3340570.29335,-11.87%,$0.001874
683,DRT,DomRaider,3315281.01946,-4.49%,$0.005605
684,GEN,DAOstack,3306424.41735,-3.40%,$0.086371
685,SRCOIN,SRCOIN,3289078.79122,9.46%,$0.000651
686,CHP,CoinPoker,3285854.31374,2.28%,$0.010418
687,NLC2,NoLimitCoin,3242757.23029,-1.80%,$0.015463
688,CZR,CanonChain,3240774.61843,-7.97%,$0.007086
689,LEV,Leverj,3224519.60775,30.81%,$0.027305
690,ATMI,Atonomi,3223387.58745,-7.35%,$0.006378
691,SSC,SelfSell,3215923.44327,-6.58%,$0.008246
692,ECOM,Omnitude,3198955.086,1.23%,$0.065506
693,TIME,Chronobank,3188579.84194,-7.40%,$4.49
694,C2C,C2C System,3166696.44433,3.05%,$0.010557
695,DTB,Databits,3147049.81727,-11.81%,$0.138345
696,DNA,EncrypGen,3146882.19441,-0.18%,$0.050609
697,TIPS,FedoraCoin,3140059.37493,-0.75%,$0.000015
698,NOTE,DNotes,3123746.85694,-4.85%,$0.023131
699,IFT,InvestFeed,3117708.01286,-3.60%,$0.016291
700,ETK,EnergiToken,3112703.64427,-12.63%,$0.002284
701,BZ,Bit-Z Token,3109631.66808,-4.90%,$0.108628
702,GOT,GoNetwork,3093913.48996,-2.10%,$0.056256
703,DATX,DATx,3082825.24989,-6.30%,$0.002216
704,NBAI,Nebula AI,3061838.73588,-13.71%,$0.002633
705,TFL,TrueFlip,3046393.77039,2.46%,$0.487636
706,SHND,StrongHands,3029357.8282,-4.74%,$1.9e-07
707,GOLOS,Golos,3019325.24158,32.24%,$0.024248
708,RMESH,RightMesh,2987926.32105,-12.52%,$0.053092
709,RET,RealTract,2979375.38202,-9.07%,$0.000298
710,XNK,Ink Protocol,2968147.26395,-5.30%,$0.015534
711,EXY,Experty,2967711.92817,-8.63%,$0.109557
712,PIRL,Pirl,2949958.45922,-4.75%,$0.111984
713,PRG,Paragon,2941471.75806,-1.73%,$0.044611
714,OLT,OneLedger,2936309.9852,-5.19%,$0.007327
715,RVT,Rivetz,2935821.55293,-5.28%,$0.111864
716,MRPH,Morpheus.Network,2926803.82327,-7.23%,$0.116846
717,GEM,Gems ,2924584.87097,-2.83%,$0.002549
718,BSD,BitSend,2896570.62515,-5.18%,$0.140240
719,SXUT,Spectre.ai Ut...,2860984.57271,-3.04%,$0.116634
720,DYN,Dynamic,2848941.99096,-3.62%,$0.827204
721,NIM,Nimiq,2845010.55581,-3.35%,$0.001316
722,AIR,AirToken,2822726.27805,-7.33%,$0.002688
723,THR,ThoreCoin,2822721.44337,-6.98%,$32.87
724,CXO,CargoX,2816699.27033,-6.95%,$0.021823
725,VIN,VINchain,2808993.80074,7.09%,$0.005851
726,SEQ,Sequence,2757019.41604,-0.16%,$0.059952
727,SIB,SIBCoin,2746176.26486,-9.58%,$0.161143
728,IDH,indaHash,2739960.10605,-2.74%,$0.006851
729,DEB,Debitum,2716303.17323,-2.40%,$0.013969
730,LIFE,LIFE,2628070.95983,-8.46%,$0.000112
731,TSL,Energo,2624367.40332,1.23%,$0.004357
732,808,808Coin,2621836.70221,402.31%,$0.000005
733,SNTR,Silent Notary,2621047.36448,-5.26%,$0.000031
734,AAC,Acute Angle C...,2578111.61842,-20.08%,$0.010312
735,MDT,Measurable Da...,2574771.47032,-2.16%,$0.006253
736,APH,Aphelion,2557743.67336,-8.05%,$0.051155
737,BEZ,Bezop,2554016.74727,-6.26%,$0.050606
738,MIC,Mindexcoin,2534729.73594,-8.60%,$0.194577
739,DGX,Digix Gold Token,2528784.29079,-8.82%,$40.68
740,QBT,Qbao,2522466.45566,-0.16%,$0.038599
741,PKC,PikcioChain,2518191.9861,5.65%,$0.059582
742,UQC,Uquid Coin,2511653.41913,-11.33%,$0.251165
743,POLIS,Polis,2505559.254,-37.02%,$0.648795
744,ABYSS,The Abyss,2486652.18249,-8.05%,$0.011215
745,OK,OKCash,2478438.02893,-4.19%,$0.033403
746,COVAL,Circuits of V...,2476268.06413,-6.63%,$0.002476
747,XLR,Solaris,2462812.13054,0.05%,$1.61
748,OLE,Olive,2455771.33856,-16.29%,$0.008865
749,PTOY,Patientory,2453255.11029,-4.85%,$0.035047
750,TRC,Terracoin,2445684.59846,-1.44%,$0.106634
751,DAV,DAV Coin,2442688.58132,-2.41%,$0.005373
752,CRBT,Cruisebit,2439360.44332,0.59%,$0.095317
753,ELIX,Elixir,2427986.88148,6.98%,$0.074812
754,SHIP,ShipChain,2418984.47871,-17.70%,$0.011574
755,PARETO,Pareto Network,2368100.18642,67.76%,$0.009029
756,FORK,Forkcoin,2361568.52893,-2.11%,$0.489349
757,AID,AidCoin,2355033.46427,-2.58%,$0.056138
758,RTE,Rate3,2351121.40438,-8.53%,$0.005481
759,DTH,Dether,2346587.15814,-2.98%,$0.028069
760,SWT,Swarm City,2326359.14261,-9.73%,$0.279884
761,1WO,1World,2325826.70795,-7.46%,$0.112432
762,HER,HeroNode,2313859.53873,-13.13%,$0.002441
763,MYB,MyBit,2306553.34972,0.44%,$0.023945
764,SVD,savedroid,2299984.59526,-8.37%,$0.000856
765,GBX,GoByte,2294941.72423,-1.09%,$0.884553
766,LIF,Winding Tree,2283643.60575,-5.50%,$0.113892
767,ADB,adbank,2273726.45938,-7.08%,$0.003886
768,HKN,Hacken,2271999.09292,-3.82%,$0.424022
769,XMX,XMax,2263950.21433,-5.83%,$0.000319
770,KNT,Kora Network ...,2261813.98738,-2.40%,$0.007539
771,SIC,Swisscoin,2247621.53237,-20.72%,$0.000267
772,CURE,Curecoin,2244560.39834,-4.60%,$0.093911
773,NCC,NeuroChain,2236686.68534,-11.87%,$0.014332
774,LEDU,Education Eco...,2222625.81298,-5.14%,$0.010205
775,LGS,LogisCoin,2221765.9352,-3.68%,$6.54
776,FACE,Faceter,2207523.23213,-6.22%,$0.004702
777,PLU,Pluton,2207195.43785,-5.58%,$2.60
778,IPL,VouchForMe,2205876.2039,-4.84%,$0.010975
779,SHP,Sharpe Platfo...,2202913.53736,-4.11%,$0.128224
780,MVP,Merculet,2188184.40001,-14.56%,$0.000704
781,CVN,CVCoin,2180889.90465,-1.91%,$0.176150
782,AVT,Aventus,2175920.63689,-12.14%,$0.362653
783,AU,AurumCoin,2166901.04587,48.58%,$7.27
784,ERC,EuropeCoin,2159758.56527,-33.76%,$0.213089
785,AVA,Travala,2148148.13992,-9.50%,$0.073626
786,CEEK,CEEK VR,2145708.34116,-5.27%,$0.005180
787,SSP,Smartshare,2127203.4199,-3.97%,$0.000599
788,COFI,CoinFi,2124892.2847,-4.46%,$0.012195
789,PINK,PinkCoin,2123646.69498,-5.44%,$0.005476
790,CAN,CanYaCoin,2118979.21558,-2.84%,$0.048662
791,MYST,Mysterium,2118820.98361,-0.29%,$0.090127
792,EKO,EchoLink,2118710.77632,-2.51%,$0.005683
793,DOT,Dotcoin,2117541.06908,-13.87%,$0.006787
794,FLP,FLIP,2082371.67769,-4.84%,$0.037215
795,ABY,ArtByte,2070728.04051,-6.28%,$0.002613
796,INXT,Internxt,2065339.3057,6.17%,$3.28
797,HBT,Hubii Network,2060890.1511,-38.02%,$0.152473
798,FDZ,Friendz,2056442.17663,-7.11%,$0.004083
799,TOA,ToaCoin,2043237.34746,-7.32%,$0.000782
800,CPC,Capricoin,2035978.9889,-1.68%,$1.02
801,ENRG,Energycoin,2032519.28105,-5.45%,$0.016627
802,TKS,Tokes,2030495.25637,-3.34%,$0.593347
803,SOUL,Phantasma,2010936.81836,-4.35%,$0.034473
804,PAL,Pal Network,2001530.04889,8.68%,$0.004851
805,UBT,Unibright,1997568.21765,-4.36%,$0.014420
806,BERRY,Rentberry,1990231.91843,-10.76%,$0.006603
807,BDG,BitDegree,1990004.44818,5.73%,$0.005600
808,XHV,Haven Protocol,1978040.93771,-3.21%,$0.394704
809,CTC,Credit Tag Chain,1970235.86606,-8.15%,$0.053605
810,BQ,bitqy,1951702.73524,-3.63%,$0.000627
811,PAYX,Paypex,1949086.2339,-8.77%,$0.028483
812,ALX,ALAX,1930773.42778,-0.76%,$0.005758
813,AIT,AICHAIN,1929845.2696,-11.85%,$0.003607
814,XTL,Stellite,1928333.16946,17.53%,$0.000326
815,REAL,REAL,1921258.86597,-16.17%,$0.191059
816,CLN,Colu Local Ne...,1920029.47464,-3.08%,$0.016210
817,TRST,WeTrust,1910585.82952,-4.97%,$0.020734
818,DBIX,DubaiCoin,1898133.29663,-4.21%,$0.850075
819,X8X,X8X Token,1890823.34416,-2.49%,$0.030741
820,RLX,Relex,1881882.35991,-0.20%,$0.001742
821,ADH,AdHive,1877417.10879,-4.51%,$0.016774
822,SS,Sharder,1871477.73943,-9.84%,$0.006606
823,GEO,GeoCoin,1871328.55242,-6.71%,$0.590153
824,1337,Elite,1871021.29671,-7.39%,$0.000071
825,FLDC,FoldingCoin,1862656.68278,-5.38%,$0.002804
826,LMC,LoMoCoin,1852366.13734,-60.32%,$0.007568
827,FLIXX,Flixxo,1840477.43599,-8.63%,$0.023041
828,FREC,Freyrchain,1836019.62562,9.91%,$0.003672
829,EFX,Effect.AI,1820602.02231,-20.00%,$0.008809
830,GCC,Global Crypto...,1817371.30849,-9.41%,$0.001174
831,2GIVE,2GIVE,1799707.77786,-6.21%,$0.003459
832,ACAT,Alphacat,1793738.28663,-6.45%,$0.000643
833,YOC,Yocoin,1769720.32503,-23.98%,$0.015774
834,LND,Lendingblock,1752969.82004,0.26%,$0.002947
835,PTC,Pesetacoin,1737190.22728,-32.04%,$0.012789
836,PKT,Playkey,1735436.13188,-3.50%,$0.127311
837,BTCZ,BitcoinZ,1733054.74876,-2.00%,$0.000631
838,MTX,Matryx,1722485.92079,-4.56%,$0.074167
839,BRX,Breakout Stake,1708356.78646,6.13%,$0.272549
840,PCL,Peculium,1702869.56833,-5.20%,$0.001629
841,HXX,Hexx,1698615.13072,-11.41%,$0.957689
842,NPER,NPER,1693677.90346,-3.32%,$0.033923
843,ICOS,ICOS,1677918.20398,-4.50%,$3.29
844,ZEIT,Zeitcoin,1672554.96155,20.02%,$0.000045
845,J8T,JET8,1667685.96239,-6.00%,$0.003382
846,AMLT,AMLT,1661022.46854,-9.35%,$0.019653
847,NEOS,NeosCoin,1656758.46013,-6.51%,$0.408089
848,CBT,CommerceBlock,1655592.13537,1.99%,$0.009556
849,SONIQ,Soniq,1627045.90965,1.12%,$0.036157
850,RED,RED,1609699.46764,-4.58%,$0.012382
851,QWARK,Qwark,1608491.97987,-5.90%,$0.024125
852,ZOI,Zoin,1607139.17571,-10.98%,$0.087189
853,ATL,ATLANT,1591564.53992,-2.15%,$0.042383
854,LIKE,LikeCoin,1571968.59089,-6.98%,$0.003319
855,TRTT,Trittium,1571966.28902,-11.68%,$0.016945
856,GLD,GoldCoin,1569556.11547,-1.45%,$0.038002
857,OWN,OWNDATA,1558884.98675,-3.32%,$0.000627
858,BLUE,Blue Protocol,1548184.11155,20.19%,$0.042248
859,MTC,MTC Mesh Network,1540906.60811,-9.72%,$0.005355
860,XAP,Apollon,1539867.56559,-8.50%,$0.013684
861,LATX,LatiumX,1525826.12549,-19.61%,$0.015376
862,SPRTS,Sprouts,1512446.18697,1.57%,$9.6e-08
863,NIO,Autonio,1512407.10697,-12.56%,$0.020178
864,SNOV,Snovian.Space,1496186.67521,-2.11%,$0.003694
865,ETBS,Ethbits,1492214.43252,-3.36%,$0.912842
866,BNTY,Bounty0x,1489412.11419,-3.11%,$0.008026
867,COIN,Coinvest,1489387.39095,-9.61%,$0.146475
868,VME,VeriME,1486606.00164,-8.77%,$0.008497
869,IOP,Internet of P...,1483857.79194,-4.61%,$0.297404
870,POLL,ClearPoll,1480734.57975,-2.68%,$0.211534
871,0xBTC,0xBitcoin,1472016.7592,-8.35%,$0.476304
872,INSTAR,Insights Network,1470920.3186,-4.24%,$0.010926
873,MSR,Masari,1469231.17615,-0.52%,$0.193898
874,DOW,DOWCOIN,1460170.28731,-4.80%,$0.326444
875,TRF,Travelflex,1455316.32526,0.80%,$0.018451
876,HBZ,Helbiz,1440677.52398,-3.33%,$0.002314
877,DERO,Dero,1431001.68144,3.46%,$0.346302
878,SPF,SportyCo,1426136.1393,-6.90%,$0.026978
879,PRIX,Privatix,1423550.28548,15.20%,$1.20
880,IND,Indorse Token,1418135.37495,-5.28%,$0.038232
881,PIX,Lampix,1412411.53831,-14.17%,$0.010437
882,EVE,Devery,1409323.24127,-1.14%,$0.022399
883,SPX,Sp8de,1405996.89331,-4.72%,$0.000181
884,NRG,Energi,1394380.54947,-9.32%,$0.280460
885,NKC,Nework,1392545.17813,-17.32%,$0.009435
886,ZEL,ZelCash,1386153.9342,-10.32%,$0.035808
887,TX,TransferCoin,1380407.48552,0.07%,$0.206889
888,ETT,EncryptoTel [...,1369285.34834,-1.45%,$0.022039
889,GPKR,Gold Poker,1363189.93833,3.29%,$1.28
890,SENC,Sentinel Chain,1358673.3035,-2.28%,$0.006887
891,FTT,FarmaTrust,1351323.71318,-28.94%,$0.002252
892,NXC,Nexium,1340238.5987,-9.06%,$0.020148
893,KWATT,4NEW,1335725.62991,-9.24%,$0.035653
894,SEND,Social Send,1330063.89588,5.24%,$0.041468
895,SPHR,Sphere,1329325.16433,-3.41%,$0.431187
896,DOPE,DopeCoin,1322041.54716,-1.55%,$0.011314
897,EVC,EventChain,1319077.87312,-7.58%,$0.042210
898,ORS,Origin Sport,1310988.09223,-2.42%,$0.027286
899,ARY,Block Array,1308016.95134,-8.40%,$0.019114
900,ATM,ATMChain,1307679.46823,-12.46%,$0.000281
901,HB,HeartBout,1306860.4513,-0.12%,$0.024567
902,NSD,Nasdacoin,1305436.41053,-5.40%,$0.072336
903,BETR,BetterBetting,1303597.4593,-13.40%,$0.007759
904,NET,Nimiq Exchang...,1298723.32434,-3.15%,$0.123688
905,RATING,DPRating,1292287.86955,-2.20%,$0.000601
906,BUZZ,BuzzCoin,1291876.0655,7.89%,$0.000065
