,ABV,Coin,Market Cap,Percent Change,Price
461,OPTI,OptiToken,8993539.48235,0.39%,$0.381247
462,BWK,Bulwark,8900690.43545,-6.72%,$0.731097
463,DBET,DecentBet,8850625.69575,0.00%,$0.067768
464,AEON,Aeon,8820346.87185,-3.75%,$0.557140
465,DOCK,Dock,8802163.09056,10.77%,$0.020572
466,DAPS,DAPS Token,8783222.15016,3.11%,$0.000195
467,VITAE,Vitae,8780862.93804,-0.76%,$1.08
468,GIN,GINcoin,8770036.39331,-2.06%,$2.58
469,DMT,DMarket,8750336.00023,-1.33%,$0.174254
470,EXC,Eximchain,8704256.89926,1.85%,$0.129323
471,TRIG,Triggers,8587853.3866,2.92%,$0.267488
472,BOX,ContentBox,8556294.65361,-0.11%,$0.013902
473,MVL,Mass Vehicle ...,8504062.8831,-1.34%,$0.001747
474,ATN,ATN,8479096.52359,-0.80%,$0.100579
475,QBIT,Qubitica,8450475.15389,-1.05%,$3.40
476,BITB,Bean Cash,8407115.02839,-6.89%,$0.003211
477,UTNP,Universa,8378952.67736,0.52%,$0.004532
478,BBK,Brickblock,8361688.13321,68.38%,$0.117570
479,BITG,Bitcoin Green,8328754.34747,-4.28%,$1.59
480,EDN,Eden,8209782.38532,5.97%,$0.024676
481,CPX,Apex,8207334.68485,-0.02%,$0.018649
482,TERN,Ternio,8202516.21662,-6.03%,$0.020044
483,LUN,Lunyr,8184064.63688,4.98%,$3.56
484,XCP,Counterparty,8164977.36871,-0.22%,$3.12
485,QNT,Quant,8047197.65753,-3.27%,$0.823054
486,MDA,Moeda Loyalty...,8030120.91873,-8.90%,$0.409097
487,SPC,SpaceChain,8025274.78999,1.53%,$0.015583
488,ADT,adToken,7974593.81844,-2.40%,$0.013291
489,XRL,Rialto,7964963.10879,-3.61%,$0.097178
490,CRW,Crown,7939580.29731,-10.77%,$0.390361
491,PHR,Phore,7908803.13544,4.28%,$0.536668
492,SHIFT,Shift,7834787.37402,-1.87%,$0.628102
493,SLT,Smartlands,7811377.84981,-0.65%,$1.53
494,COSS,COSS,7718502.8849,-2.37%,$0.064965
495,NANJ,NANJCOIN,7630368.23208,-0.17%,$0.000394
496,SCR,Scorum Coins,7557046.07891,-2.28%,$0.258227
497,ZCN,0chain,7554264.45044,19.72%,$0.188857
498,PLBT,Polybius,7554123.93024,1.37%,$1.90
499,EKT,EDUCare,7543990.87789,0.97%,$0.016764
500,TUBE,BitTube,7511588.30824,1.40%,$0.080058
501,EVX,Everex,7460701.27214,2.75%,$0.452164
502,HOT,Hydro Protocol,7324231.37074,-0.30%,$0.010433
503,VIB,Viberate,7317387.81698,-2.19%,$0.041521
504,DIM,DIMCOIN,7149492.75691,-2.12%,$0.003400
505,MWAT,Restart Energ...,7132724.22279,1.11%,$0.015754
506,RVR,RevolutionVR,7124924.46015,0.40%,$0.033928
507,HTML,HTMLCOIN,7032704.09752,-4.64%,$0.000133
508,MER,Mercury,6972558.03945,-0.52%,$0.069726
509,ZRC,ZrCoin,6963322.81936,-1.91%,$1.77
510,ZCO,Zebi,6925491.32885,1.58%,$0.013851
511,BCPT,BlockMason Cr...,6894320.40567,0.67%,$0.092111
512,HLC,HalalChain,6875805.71604,4.14%,$0.023370
513,DOV,Dovu,6767830.97846,3.83%,$0.017023
514,THC,HempCoin,6750886.50573,-0.80%,$0.027648
515,YEE,YEE,6743874.13095,-6.67%,$0.004940
516,BBC,TraDove B2BCoin,6703868.6704,1.37%,$0.013408
517,MOC,Moss Coin,6691184.87474,9.11%,$0.039611
518,CHSB,SwissBorg,6664100.93682,0.48%,$0.011573
519,CAS,Cashaa,6621384.7636,7.82%,$0.012959
520,LA,LATOKEN,6609802.16896,-0.93%,$0.081565
521,PEPECASH,Pepe Cash,6575983.25606,-2.82%,$0.009369
522,MOT,Olympus Labs,6539700.38123,0.40%,$0.170643
523,B2B,B2BX,6529062.83787,6.16%,$0.397153
524,LET,LinkEye,6491153.27856,-4.09%,$0.010819
525,ZPR,ZPER,6467007.3651,0.92%,$0.005532
526,PRO,Propy,6447568.19949,-3.05%,$0.330547
527,SPD,SPINDLE,6435236.7373,6.59%,$0.001517
528,COLX,ColossusXT,6407297.27095,-1.83%,$0.000590
529,MTH,Monetha,6402139.14677,-2.15%,$0.029371
530,NER,Nerves,6369241.71507,0.82%,$0.001308
531,BET,DAO.Casino,6356523.63691,-0.21%,$0.038001
532,BIS,Bismuth,6319786.6319,6.97%,$0.491376
533,BZNT,Bezant,6268577.11602,-2.04%,$0.015284
534,FLASH,Flash,6249792.31536,-2.38%,$0.006944
535,FOTA,Fortuna,6164179.2848,-1.32%,$0.013407
536,PBT,Primalbase Token,6126349.70844,,$4901.08
537,PRL,Oyster,6114701.2105,6.73%,$0.071966
538,RMC,Russian Miner...,6059897.81504,-2.77%,$4021.17
539,DADI,DADI,6055881.5493,-1.16%,$0.081152
540,HAV,Havven,6032860.41081,8.22%,$0.094461
541,DMD,Diamond,6003407.81828,2.78%,$2.02
542,MLN,Melon,5995281.40349,-4.27%,$10.00
543,PURA,Pura,5973199.0096,-9.31%,$0.034204
544,1ST,FirstBlood,5950309.99854,5.30%,$0.069547
545,BMC,Blackmoon,5946466.41457,0.89%,$0.271311
546,TIX,Blocktix,5917995.10184,-4.41%,$0.147950
547,DLT,Agrello,5892724.80529,0.16%,$0.068537
548,HMC,Hi Mutual Soc...,5883597.60286,-1.06%,$0.014560
549,BKX,Bankex,5868498.49236,-2.15%,$0.072896
550,DAG,Constellation,5861103.97812,-3.93%,$0.009234
551,ROCK2,ICE ROCK MINING,5857669.5077,-4.88%,$0.373165
552,GRID,Grid+,5857644.76396,-13.65%,$0.149291
553,EVN,Envion,5827535.82366,9.72%,$0.052326
554,DATX,DATx,5703972.88219,6.61%,$0.004100
555,DAT,Datum,5698308.52769,15.23%,$0.006276
556,POT,PotCoin,5671312.65117,2.12%,$0.025686
557,BLK,BlackCoin,5616862.22939,-2.49%,$0.078147
558,HMQ,Humaniq,5533691.58082,0.11%,$0.029866
559,EBC,EBCoin,5494376.70474,-7.15%,$0.001561
560,QUN,QunQun,5459098.37787,2.34%,$0.007654
561,BCA,Bitcoin Atom,5447801.99452,0.65%,$0.298367
562,RMT,SureRemit,5443318.90135,1.14%,$0.010887
563,SKM,Skrumble Network,5438348.51408,10.34%,$0.007580
564,BPT,Blockport,5424738.03176,-0.89%,$0.102603
565,IVY,Ivy,5392691.15474,-1.44%,$0.017922
566,ZSC,Zeusshield,5382091.03073,-0.65%,$0.004667
567,UCASH,UNIVERSAL CASH,5359284.46675,-0.95%,$0.000644
568,FNKOS,FNKOS,5224405.42561,4.15%,$0.037913
569,ONION,DeepOnion,5217185.09352,-2.09%,$0.327498
570,CLAM,Clams,5210468.50726,-15.58%,$1.60
571,RISE,Rise,5163978.43676,-8.92%,$0.039866
572,BLT,Bloom,5162161.64579,0.05%,$0.107856
573,XSPEC,Spectrecoin,5161133.92171,3.92%,$0.248307
574,ABL,Airbloc,5154922.4691,-1.56%,$0.031664
575,XDCE,XinFin Network,5136239.30042,2.83%,$0.001348
576,WAB,WABnetwork,5089853.24531,6.46%,$0.000569
577,AMP,Synereo,5068550.87667,-0.44%,$0.050319
578,ARN,Aeron,5053460.57655,-2.58%,$0.388728
579,SEN,Consensus,5046047.44883,-5.19%,$0.003144
580,NCT,PolySwarm,5031052.08285,-16.08%,$0.003253
581,NMR,Numeraire,5026470.58527,13.05%,$3.73
582,MGD,MassGrid,5017136.9119,4.06%,$0.098275
583,GET,GET Protocol,4994125.66652,-1.24%,$0.438533
584,IOC,I/O Coin,4990930.93455,2.00%,$0.293712
585,NPX,NaPoleonX,4989669.63205,3.97%,$0.196987
586,UPP,Sentinel Prot...,4967872.33924,0.33%,$0.024490
587,LCS,LocalCoinSwap,4958633.73533,7.64%,$0.123892
588,FTI,FansTime,4954843.80481,-1.47%,$0.001739
589,TAU,Lamden,4941025.48202,-7.75%,$0.034743
590,OCT,OracleChain,4880534.49369,-0.42%,$0.162684
591,LNC,Linker Coin,4876564.32681,-1.86%,$0.043241
592,XEL,Elastic,4871139.64251,0.76%,$0.053134
593,XMY,Myriad,4844433.69432,0.86%,$0.003010
594,STX,Stox,4841564.26928,-7.46%,$0.092633
595,BANCA,Banca,4805244.19498,-2.67%,$0.000268
596,MINT,MintCoin,4781371.82819,42.41%,$0.000192
597,RBY,Rubycoin,4772060.52289,2.15%,$0.182616
598,TMT,TRAXIA,4771215.44115,5.22%,$0.009720
599,DACS,DACSEE,4754246.82792,-1.96%,$0.006449
600,UKG,Unikoin Gold,4728532.32187,-0.38%,$0.033424
601,OAX,OAX,4716281.30521,0.75%,$0.188581
602,GRC,GridCoin,4708776.79558,-1.03%,$0.012064
603,PAT,Patron,4686633.9163,-7.10%,$0.019829
604,DIME,Dimecoin,4669995.12872,-23.75%,$0.000009
605,AXPR,aXpire,4661907.50688,0.68%,$0.016952
606,CAG,Change,4653248.68368,-2.53%,$0.125391
607,GEM,Gems ,4643471.5308,1.02%,$0.004047
608,PPY,Peerplays,4643010.64383,-12.55%,$1.04
609,CSNO,BitDice,4586176.84659,-5.62%,$0.065517
610,MTN,Medicalchain,4582574.96016,6.50%,$0.024771
611,CARD,Cardstack,4571001.3294,-0.49%,$0.001895
612,PRA,ProChain,4561101.69834,-4.13%,$0.092027
613,ATMI,Atonomi,4556865.93802,-6.07%,$0.008962
614,DEV,DeviantCoin,4547393.25963,-7.32%,$0.393526
615,UGC,ugChain,4527991.26102,-1.86%,$0.007960
616,CLO,Callisto Network,4519722.14205,-0.27%,$0.006333
617,INCNT,Incent,4517374.08026,-7.93%,$0.098168
618,REM,Remme,4498372.39138,1.04%,$0.007481
619,TFD,TE-FOOD,4493315.51842,-2.72%,$0.009036
620,XPA,XPA,4492207.97906,-1.38%,$0.078566
621,CV,carVertical,4453964.36336,-3.17%,$0.000730
622,CAPP,Cappasity,4426356.91753,-0.70%,$0.008915
623,LOC,LockTrip,4414604.6666,3.86%,$0.475048
624,STK,STK,4398705.76916,-3.17%,$0.012868
625,NPW,New Power Coin,4395435.86783,-20.34%,$0.319243
626,TTT,TrustNote,4384190.61045,-0.50%,$0.014143
627,AVINOC,AVINOC,4362346.17047,31.31%,$0.011736
628,MUSIC,Musicoin,4340588.87164,2.05%,$0.003979
629,OMNI,Omni,4326949.57797,1.32%,$7.71
630,UP,UpToken,4325363.84313,-0.28%,$0.029603
631,BOXX,BOXX Token [B...,4300034.08653,-3.37%,$0.187620
632,HPC,Happycoin,4237803.48641,-3.22%,$0.262201
633,VIPS,Vipstar Coin,4229354.72178,-12.21%,$0.000393
634,AIDOC,AI Doctor,4220738.19864,-2.20%,$0.009520
635,XP,Experience Po...,4213891.40315,-2.40%,$0.000017
636,BTT,Blocktrade,4165610.04142,-12.79%,$0.072136
637,OMX,Shivom,4162202.75235,5.20%,$0.006836
638,XAUR,Xaurum,4152994.63593,-0.33%,$0.036980
639,UT,Ulord,4136086.36766,-2.14%,$0.139499
640,SNC,SunContract,4121368.06636,-0.71%,$0.034372
641,SWTH,Switcheo,4116549.96392,-5.18%,$0.007876
642,DXT,Datawallet,4115389.24021,6.38%,$0.010546
643,XST,Stealth,4106177.25335,-1.52%,$0.137127
644,EGT,Egretia,4083307.93787,-1.03%,$0.001389
645,TNC,Trinity Netwo...,4056118.57708,3.32%,$0.012168
646,PND,Pandacoin,4055312.26381,-0.64%,$0.000125
647,LGS,LogisCoin,4036998.19601,-2.59%,$10.31
648,KRM,Karma,4034462.72057,-1.24%,$0.002263
649,DRT,DomRaider,4026665.8372,9.68%,$0.006808
650,MUE,MonetaryUnit,4022585.30787,1.23%,$0.028500
651,FLO,FLO,4017259.0248,-0.13%,$0.027321
652,RADS,Radium,4010142.13199,-3.57%,$1.13
653,ERO,Eroscoin,3989670.20394,-1.22%,$0.021364
654,SENT,Sentinel,3984945.44948,-1.31%,$0.001993
655,GRFT,Graft,3919730.40706,0.54%,$0.009606
656,ELEC,Electrify.Asia,3913188.31739,-2.51%,$0.008738
657,ORME,Ormeus Coin,3877548.32197,-1.68%,$0.227698
658,TIC,Thingschain,3876436.78683,3.65%,$0.000339
659,LPC,Lightpaycoin,3859243.90217,-5.51%,$1.27
660,DX,DxChain Token,3805741.17925,-0.68%,$0.000426
661,BBN,Banyan Network,3777416.26895,7.62%,$0.008004
662,HST,Decision Token,3777114.65992,-0.49%,$0.117939
663,PYN,PAYCENT,3773095.79312,-25.38%,$0.138800
664,ANC,Anoncoin,3746879.42261,-12.54%,$1.78
665,NOKU,Noku,3739751.08631,9.36%,$0.271120
666,GUP,Matchpool,3727380.93067,-4.80%,$0.049698
667,UUU,U Network,3724692.07284,-1.02%,$0.000631
668,MOZO,Mozo Token,3719302.55474,-15.57%,$0.004914
669,VEX,Vexanium,3705405.06366,-0.84%,$0.012278
670,GSC,Global Social...,3705399.22302,-6.98%,$0.008544
671,SRCOIN,SRCOIN,3684056.96814,4.12%,$0.000729
672,BRM,BrahmaOS,3631198.40474,-3.02%,$0.005864
673,TOA,ToaCoin,3629556.94002,20.42%,$0.001305
674,NTK,Neurotoken,3605317.54418,-1.57%,$0.045691
675,DICE,Etheroll,3595048.84031,1.90%,$0.513459
676,NYC,NewYorkCoin,3576174.22154,-4.56%,$0.000027
677,LUX,LUXCoin,3575409.67982,9.98%,$1.36
678,VRC,VeriCoin,3569633.17326,-0.02%,$0.114134
679,CBC,CashBet Coin,3552231.12268,-4.58%,$0.027579
680,CVN,CVCoin,3545825.88166,2.79%,$0.286395
681,ADST,AdShares,3538534.1978,-1.92%,$0.182595
682,BQ,bitqy,3522045.34242,153.09%,$0.001132
683,TAAS,TaaS,3482742.23897,-5.32%,$0.427540
684,HKN,Hacken,3475452.28646,-14.98%,$0.645370
685,AC3,AC3,3467403.62468,-1.17%,$0.050362
686,APX,APX,3455253.48087,-0.42%,$4.91
687,WCT,Waves Communi...,3452660.89796,4.28%,$0.346493
688,TSL,Energo,3441498.45944,4.18%,$0.005713
689,SSC,SelfSell,3423600.03622,-7.18%,$0.008778
690,VIN,VINchain,3422155.56358,10.73%,$0.007128
691,POLIS,Polis,3399385.15861,-2.26%,$0.863545
692,CZR,CanonChain,3399108.37146,-1.64%,$0.007432
693,GEN,DAOstack,3391373.99757,-1.34%,$0.088590
694,BMX,BitMart Token,3375898.31334,0.12%,$0.028926
695,PCH,POPCHAIN,3374693.52907,-1.72%,$0.010079
696,TIME,Chronobank,3307526.61612,-3.55%,$4.66
697,XSH,SHIELD,3279265.20044,-0.29%,$0.006393
698,MAS,MidasProtocol,3277664.94255,7.36%,$0.024638
699,ETK,EnergiToken,3265891.34054,10.84%,$0.002397
700,GOT,GoNetwork,3244334.5022,4.97%,$0.058992
701,SLR,SolarCoin,3237432.09946,-0.71%,$0.068619
702,ECOM,Omnitude,3230776.94983,-5.90%,$0.065183
703,RET,RealTract,3218131.35392,26.44%,$0.000322
704,BZ,Bit-Z Token,3175367.126,2.54%,$0.110925
705,NLC2,NoLimitCoin,3172701.02804,-0.52%,$0.015123
706,AUR,Auroracoin,3170652.25264,-3.57%,$0.279882
707,MDT,Measurable Da...,3169579.55716,7.74%,$0.007698
708,CHP,CoinPoker,3168108.34476,-2.25%,$0.010044
709,DNA,EncrypGen,3140792.67944,-1.35%,$0.050511
710,NBC,Niobium Coin,3109815.74487,-4.10%,$0.064804
711,RMESH,RightMesh,3107344.60085,-2.94%,$0.055204
712,DOT,Dotcoin,3106833.64448,2.50%,$0.009957
713,BSD,BitSend,3087159.32033,-4.98%,$0.148983
714,MRK,MARK.SPACE,3085693.56069,-11.98%,$0.006384
715,OLT,OneLedger,3080809.20343,1.70%,$0.007688
716,COVAL,Circuits of V...,3079290.16843,2.91%,$0.003079
717,CCCX,Clipper Coin,3075003.29412,-11.61%,$0.001951
718,EXY,Experty,3067849.37764,-3.20%,$0.113253
719,IXT,IXT,3045607.48051,-6.50%,$0.085123
720,EXP,Expanse,3041941.08502,0.03%,$0.289839
721,XNK,Ink Protocol,3037489.77383,-5.78%,$0.015896
722,PIRL,Pirl,3023584.47734,-0.53%,$0.114779
723,ALI,AiLink Token,3003986.2638,2.09%,$0.001772
724,XLR,Solaris,2966889.01447,1.26%,$1.94
725,XHV,Haven Protocol,2953726.91171,3.41%,$0.576548
726,BOT,Bodhi,2943105.67442,-0.77%,$0.073578
727,TFL,TrueFlip,2938781.31025,3.09%,$0.470411
728,MRPH,Morpheus.Network,2931309.14074,-1.30%,$0.117026
729,ESP,Espers,2928196.52256,59.44%,$0.000131
730,IDH,indaHash,2908036.60261,-0.76%,$0.007271
731,RNTB,BitRent,2869154.689,1.04%,$0.003409
732,RTE,Rate3,2854481.99643,1.52%,$0.006654
733,BOB,Bob's Repair,2839574.28738,-5.65%,$0.036272
734,SSP,Smartshare,2839182.449,4.20%,$0.000800
735,RLX,Relex,2829576.5211,19.57%,$0.002619
736,EXRN,EXRNchain,2826286.33981,-14.28%,$0.000031
737,AIR,AirToken,2822163.07471,-1.39%,$0.002688
738,THR,ThoreCoin,2802186.75745,-4.60%,$32.63
739,NOTE,DNotes,2796804.9396,-9.52%,$0.020710
740,ADB,adbank,2753997.66037,-2.40%,$0.004637
741,PRG,Paragon,2748090.47948,-1.40%,$0.041678
742,SIC,Swisscoin,2743232.76775,10.23%,$0.000328
743,SIB,SIBCoin,2732671.34882,1.32%,$0.160226
744,RVT,Rivetz,2728947.17286,1.30%,$0.103982
745,TIPS,FedoraCoin,2719994.93982,-1.29%,$0.000013
746,AAC,Acute Angle C...,2718600.41033,0.68%,$0.010874
747,SOUL,Phantasma,2694422.42512,21.57%,$0.046190
748,DEB,Debitum,2684911.17978,0.45%,$0.013808
749,FDZ,Friendz,2680175.59486,7.65%,$0.005287
750,PTOY,Patientory,2665682.81048,-2.55%,$0.038081
751,LIF,Winding Tree,2658284.82164,4.20%,$0.132576
752,NBAI,Nebula AI,2658199.66444,1.91%,$0.002286
753,NIO,Autonio,2646150.6893,-5.73%,$0.035305
754,IFT,InvestFeed,2644461.49824,-3.74%,$0.013818
755,SNTR,Silent Notary,2643346.18376,-2.47%,$0.000032
756,SHND,StrongHands,2622332.68674,-1.87%,$1.6e-07
757,ZMN,ZMINE,2600862.68216,-0.67%,$0.019138
758,AVT,Aventus,2598871.4267,22.63%,$0.433145
759,APH,Aphelion,2581280.47641,-0.11%,$0.051626
760,DYN,Dynamic,2580174.8995,1.12%,$0.746892
761,QBT,Qbao,2572266.23766,-4.67%,$0.039361
762,CXO,CargoX,2555658.00302,-0.32%,$0.019800
763,DIVX,Divi,2540988.77413,0.36%,$1.20
764,HER,HeroNode,2538669.44905,-6.93%,$0.002678
765,ACAT,Alphacat,2522653.10401,6.34%,$0.000904
766,SXUT,Spectre.ai Ut...,2502449.97422,-7.87%,$0.102018
767,NIM,Nimiq,2500596.30974,-3.14%,$0.001157
768,LEV,Leverj,2494537.44403,-0.11%,$0.021124
769,OK,OKCash,2484787.73413,-1.85%,$0.033485
770,TRC,Terracoin,2469467.88476,11.69%,$0.107671
771,HB,HeartBout,2462755.31557,12.62%,$0.046297
772,DGX,Digix Gold Token,2459972.62076,-1.74%,$39.56
773,DAV,DAV Coin,2454863.96059,-4.29%,$0.005400
774,STA,Starta,2452275.6154,-4.24%,$0.471590
775,GBX,GoByte,2415528.48291,1.16%,$0.915183
776,PKC,PikcioChain,2410835.22211,-8.02%,$0.057042
777,MVP,Merculet,2400422.28484,2.57%,$0.000789
778,ALIS,ALIS,2396181.21667,12.94%,$0.061556
779,XTL,Stellite,2373916.05641,11.62%,$0.000393
780,OLE,Olive,2369930.89592,-7.18%,$0.008556
781,SWT,Swarm City,2359784.60399,2.73%,$0.282853
782,BEZ,Bezop,2336921.55455,-3.87%,$0.046304
783,COFI,CoinFi,2335522.4644,0.86%,$0.013403
784,DERO,Dero,2333813.1878,-8.70%,$0.555888
785,CRBT,Cruisebit,2324638.61523,-3.73%,$0.090763
786,MYB,MyBit,2302923.77147,-3.51%,$0.023885
787,MYST,Mysterium,2291681.01417,-47.05%,$0.097480
788,ABY,ArtByte,2286337.65244,-1.11%,$0.002885
789,AID,AidCoin,2280738.59697,-1.22%,$0.054367
790,UCN,UChain,2280692.41225,-5.89%,$0.008470
791,FORK,Forkcoin,2254800.12343,-0.89%,$0.468634
792,ABYSS,The Abyss,2239202.33842,1.27%,$0.010099
793,IPL,VouchForMe,2219233.57078,-5.51%,$0.011041
794,SHP,Sharpe Platfo...,2219191.08007,-0.27%,$0.129172
795,SHIP,ShipChain,2213008.2623,-4.48%,$0.010588
796,LMC,LoMoCoin,2208983.88268,-0.40%,$0.009010
797,FLIXX,Flixxo,2203603.01536,4.07%,$0.027587
798,GOLOS,Golos,2195544.31832,-5.88%,$0.017632
799,SVD,savedroid,2189307.98705,0.68%,$0.000814
800,LND,Lendingblock,2179814.09627,-5.88%,$0.003665
801,LEDU,Education Eco...,2178462.80722,-1.19%,$0.010003
802,EKO,EchoLink,2178408.31908,0.67%,$0.005843
803,X8X,X8X Token,2168716.23041,6.33%,$0.035259
804,EFX,Effect.AI,2151929.87322,-4.67%,$0.010412
805,DTH,Dether,2143021.88309,-4.30%,$0.025634
806,SS,Sharder,2134281.31606,2.92%,$0.007534
807,OTN,Open Trading ...,2133949.80021,-6.89%,$1.05
808,GCC,Global Crypto...,2131761.13628,-5.90%,$0.001376
809,BCY,Bitcrystals,2127007.02889,-5.59%,$0.091857
810,DBIX,DubaiCoin,2118455.65058,6.69%,$0.948746
811,CEEK,CEEK VR,2115625.59099,11.48%,$0.005107
812,1WO,1World,2099335.79123,-0.94%,$0.101483
813,FTX,FintruX Network,2098090.00879,13.55%,$0.024683
814,XMX,XMax,2088460.25677,-2.23%,$0.000294
815,CAN,CanYaCoin,2081746.289,-4.31%,$0.047807
816,PINK,PinkCoin,2079986.90599,-4.84%,$0.005357
817,KNT,Kora Network ...,2073273.8958,-1.17%,$0.006911
818,VZT,Vezt,2072787.82842,20.24%,$0.031361
819,ALX,ALAX,2062937.50788,1.86%,$0.006152
820,CPC,Capricoin,2037800.81991,1.01%,$1.02
821,YOC,Yocoin,2036861.71745,-2.25%,$0.018155
822,TKS,Tokes,2017565.11714,-1.67%,$0.587817
823,FLP,FLIP,2003226.18353,-6.30%,$0.035801
824,FACE,Faceter,2000264.43442,2.11%,$0.004261
825,SENSE,Sense,1999059.32842,-2.71%,$0.008002
826,UBT,Unibright,1983965.00406,-4.36%,$0.014322
827,CLN,Colu Local Ne...,1959310.68429,-2.46%,$0.016542
828,FLDC,FoldingCoin,1954830.22337,-1.42%,$0.002942
829,AVA,Travala,1938413.59383,-9.10%,$0.066437
830,RED,RED,1926551.57831,-9.45%,$0.014820
831,2GIVE,2GIVE,1924782.41235,1.11%,$0.003700
832,TRST,WeTrust,1919703.29586,-0.82%,$0.020833
833,ENRG,Energycoin,1918650.31279,-6.88%,$0.015693
834,CBT,CommerceBlock,1917392.07128,-2.94%,$0.011067
835,ELIX,Elixir,1908122.39109,-13.37%,$0.058794
836,GEO,GeoCoin,1892563.96716,0.69%,$0.595043
837,GAT,Gatcoin,1883043.47439,26.13%,$0.003554
838,REAL,REAL,1870775.57162,-5.94%,$0.186039
839,TRF,Travelflex,1870416.44549,43.93%,$0.023712
840,IDXM,IDEX Membership,1855880.9372,2.71%,$927.94
841,SENC,Sentinel Chain,1843680.89842,-19.50%,$0.009346
842,BERRY,Rentberry,1839423.27212,-2.91%,$0.006102
843,PAL,Pal Network,1812220.72979,-5.04%,$0.004386
844,CTC,Credit Tag Chain,1797389.29061,-7.82%,$0.048349
845,EVE,Devery,1795638.52018,-9.85%,$0.028539
846,EVC,EventChain,1793795.43643,37.53%,$0.057401
847,ADH,AdHive,1786198.28332,-1.31%,$0.015959
848,MTX,Matryx,1782563.94873,-7.76%,$0.076754
849,NEOS,NeosCoin,1781631.44589,1.71%,$0.438101
850,XAP,Apollon,1776865.30699,-5.85%,$0.015609
851,INSTAR,Insights Network,1772530.85874,-4.03%,$0.013167
852,PCL,Peculium,1770799.86787,3.03%,$0.001694
853,UQC,Uquid Coin,1748294.36106,-14.84%,$0.174829
854,FTT,FarmaTrust,1743469.20838,4.28%,$0.002906
855,OBITS,OBITS,1735689.71038,23.84%,$0.110733
856,PLU,Pluton,1718744.49123,-7.56%,$2.02
857,ERC,EuropeCoin,1715881.93178,-4.46%,$0.168832
858,NPER,NPER,1711823.08916,-2.64%,$0.034286
859,BTCZ,BitcoinZ,1704327.4536,-1.33%,$0.000611
860,ICOS,ICOS,1696438.39957,-2.89%,$3.27
861,PENG,Penguin Coin,1693572.20046,59.29%,$0.000184
862,PARETO,Pareto Network,1688373.75777,3.51%,$0.006436
863,BNTY,Bounty0x,1685573.2068,7.20%,$0.009083
864,SCL,Sociall,1684906.08648,-14.99%,$0.100808
865,SONIQ,Soniq,1680159.97838,-0.35%,$0.037337
866,PKT,Playkey,1665693.36268,-4.12%,$0.122194
867,HXX,Hexx,1657611.84178,4.24%,$0.930940
868,ZAP,Zap,1637060.61003,0.12%,$0.012773
869,AMLT,AMLT,1634640.6053,-1.19%,$0.019341
870,MSR,Masari,1622940.27764,6.21%,$0.211678
871,AIT,AICHAIN,1621054.13412,-5.39%,$0.003030
872,FREC,Freyrchain,1614670.98641,2.07%,$0.003229
873,INXT,Internxt,1607938.72435,-12.84%,$2.55
874,GLD,GoldCoin,1585412.67601,1.28%,$0.038374
875,MTC,MTC Mesh Network,1585304.39943,-2.14%,$0.005509
876,PTC,Pesetacoin,1582168.86926,3.19%,$0.011641
877,HBZ,Helbiz,1569607.73741,-4.86%,$0.002521
878,C2C,C2C System,1569277.3994,15.17%,$0.005231
879,POLL,ClearPoll,1564069.99549,0.59%,$0.223439
880,ATM,ATMChain,1560149.0166,-30.58%,$0.000335
881,IOP,Internet of P...,1556247.72296,5.92%,$0.309284
882,ZEL,ZelCash,1549196.06014,-0.85%,$0.039355
883,ABX,Arbidex,1547024.58544,5.97%,$0.075754
884,J8T,JET8,1544690.88353,-0.67%,$0.003132
885,RATING,DPRating,1542453.2726,5.62%,$0.000717
886,QWARK,Qwark,1541627.39859,1.34%,$0.023122
887,ONL,On.Live,1538456.36076,15.61%,$0.076198
888,LIFE,LIFE,1535875.81604,-1.86%,$0.000066
889,SPRTS,Sprouts,1532232.89997,-2.73%,$9.8e-08
890,CMCT,Crowd Machine,1524985.34787,10.29%,$0.003244
891,OWN,OWNDATA,1515637.99509,-1.60%,$0.000609
892,SNOV,Snovian.Space,1515323.28128,-3.43%,$0.003742
893,KWATT,4NEW,1513146.20216,-4.31%,$0.035987
894,NKC,Nework,1507473.77179,-0.14%,$0.010214
895,DAGT,Digital Asset...,1492247.04693,-5.70%,$0.066256
896,DOW,DOWCOIN,1482373.50812,-1.40%,$0.331407
897,BEE,Bee Token,1475345.00341,0.21%,$0.008433
898,NXC,Nexium,1470182.04887,-0.90%,$0.022101
899,TIG,Tigereum,1458886.8958,46.80%,$0.088825
900,NRG,Energi,1448516.25646,2.97%,$0.291348
901,ZOI,Zoin,1425664.50775,3.06%,$0.077226
902,ETT,EncryptoTel [...,1424117.52803,16.53%,$0.022921
903,ATMOS,Atmos,1418546.63455,,$0.014086
904,SPHR,Sphere,1414009.04197,-2.05%,$0.458656
905,NCC,NeuroChain,1410097.68844,-8.84%,$0.009036
906,ATL,ATLANT,1393797.81536,6.39%,$0.037117
907,ETBS,Ethbits,1392296.45795,30.79%,$0.851719
908,PAYX,Paypex,1365542.07096,-8.24%,$0.019956
909,BETR,BetterBetting,1364277.99068,-3.51%,$0.008121
910,NSD,Nasdacoin,1355244.35689,-16.53%,$0.074821
911,BLUE,Blue Protocol,1349392.15277,-1.32%,$0.036823
912,CBX,Bullion,1345214.36907,-0.37%,$1.32
