,ABV,Coin,Market Cap,Percent Change,Price
919,NUSD,nUSD,1145329.17208,-0.07%,$0.992086
920,CST,Cryptosolartech,1138429.42306,-15.70%,$0.017711
921,ZIPT,Zippie,1138317.45934,-6.44%,$0.005294
922,BRK,Breakout,1134760.39255,-2.07%,$0.059884
923,HUR,Hurify,1129143.91932,-3.84%,$0.005979
924,ZXC,0xcert,1126197.05241,-6.96%,$0.009793
925,BTM,Bitmark,1106402.09032,-0.34%,$0.115950
926,BELA,Bela,1099602.4896,-1.26%,$0.029177
927,EFL,e-Gulden,1097350.14605,20.00%,$0.064775
928,REF,RefToken,1096858.56949,-8.67%,$1.49
929,BITS,Bitswift,1095516.00055,0.37%,$0.282013
930,TKA,Tokia,1092812.43451,-9.90%,$0.025936
931,LDOGE,LiteDoge,1092180.73531,3.17%,$0.000072
932,VOISE,Voise,1089380.47553,-3.16%,$0.002088
933,CHX,Own,1089177.10487,8.14%,$0.018517
934,BOUTS,BoutsPro,1077157.54946,3.75%,$0.014059
935,CAT,BitClave,1066421.13953,-5.41%,$0.002127
936,KRB,Karbo,1065998.57271,-1.00%,$0.166682
937,AUC,Auctus,1062175.67637,-1.09%,$0.062382
938,SHL,Oyster Shell,1041614.60593,1.38%,$0.012299
939,RAIN,Condensate,1037238.30192,-0.97%,$0.003668
940,ZOI,Zoin,1036914.81864,2.97%,$0.056772
941,HUC,HunterCoin,1034122.41373,-1.51%,$0.043520
942,VZT,Vezt,1023750.94296,-9.99%,$0.017475
943,42,42-coin,1023600.50509,19.39%,$24371.46
944,BOB,Bob's Repair,1021175.87104,5.42%,$0.013044
945,GCN,GCN Coin,1019861.27029,-6.57%,$0.000006
946,ORS,Origin Sport,1009721.70654,-12.11%,$0.023034
947,LDC,Leadcoin,1003298.08281,-2.70%,$0.001279
948,NDC,NEVERDIE,1002713.16406,-5.50%,$0.024454
949,KIND,Kind Ads Token,1000272.43233,-12.70%,$0.045927
950,ING,Iungo,995133.405044,-7.36%,$0.024878
951,WRC,Worldcore,991885.352078,4.65%,$0.005569
952,GENE,Parkgene,991279.039272,-2.12%,$0.003543
953,HUSH,Hush,982563.329315,2.84%,$0.212144
954,CPY,COPYTRACK,982083.013494,-1.80%,$0.042925
955,IFLT,InflationCoin,979824.805091,4.97%,$0.000022
956,OPT,Opus,975419.304339,-30.51%,$0.006963
957,BON,Bonpay,966384.047212,2.43%,$0.085594
958,MVC,Maverick Chain,953512.101537,-1.40%,$0.009130
959,ALT,Altcoin,944049.372996,10.13%,$7.66
960,SPD,Stipend,936656.629,-3.15%,$0.118793
961,DOR,Dorado,914576.646195,2.66%,$0.002993
962,ONG,SoMee.Social,905554.582744,27.15%,$0.024760
963,HERO,Sovereign Hero,900957.975447,8.82%,$188.76
964,TEAM,TEAM (TokenSt...,899620.993352,-0.56%,$0.085950
965,DIX,Dix Asset,888678.236941,27.34%,$0.000009
966,CAT,BlockCAT,887096.555244,-15.05%,$0.120527
967,ORE,Galactrum,884548.877319,2.05%,$0.432508
968,BUN,BunnyCoin,883056.80432,6.89%,$0.000009
969,TRUST,TrustPlus,882539.68502,1.27%,$0.027505
970,XNN,Xenon,880392.563958,11.06%,$0.002935
971,CRAVE,Crave,862522.586311,6.93%,$0.056130
972,MRT,Miners' Rewar...,862137.716228,-1.77%,$0.086214
973,SKIN,SkinCoin,858762.667742,-6.06%,$0.009738
974,AIX,Aigang,857045.791209,9.78%,$0.041234
975,THRT,Thrive Token,853232.526828,0.05%,$0.009088
976,TGAME,Truegame,850087.909662,-5.04%,$0.012947
977,SCT,Soma,842444.358801,107.48%,$0.128433
978,JOT,Jury.Online T...,837429.670168,-22.60%,$0.093308
979,PHO,Photon,797751.926506,-1.06%,$0.000033
980,SPF,SportyCo,791233.998789,7.39%,$0.014978
981,PTT,Proton Token,785195.510631,-3.78%,$0.000535
982,ADC,AudioCoin,782211.913532,-3.44%,$0.000850
983,I0C,I0Coin,779152.201753,-7.57%,$0.037114
984,XMG,Magi,767561.108408,3.98%,$0.094445
985,OOT,Utrum,760777.502706,7.70%,$0.023481
986,SSS,Sharechain,760220.33082,1.19%,$0.000299
987,ACE,ACE (TokenStars),755617.014884,-7.96%,$0.078164
988,BBP,BiblePay,754800.952546,-3.42%,$0.000832
989,KNDC,KanadeCoin,740924.377226,-1.14%,$0.000135
990,RYO,Ryo Currency,722396.216522,-3.98%,$0.123613
991,AKA,Akroma,715758.784551,-6.99%,$0.052016
992,TRTL,Turtlecoin,706205.18421,8.64%,$0.000032
993,KRL,Kryll,704096.363977,0.07%,$0.065111
994,MNTP,GoldMint,701102.99339,9.02%,$0.366112
995,FND,FundRequest,699999.825406,6.22%,$0.018270
996,EQL,Equal,695748.067217,-17.15%,$0.001479
997,DAN,Daneel,694599.283346,3.22%,$0.018874
998,CHC,ChainCoin,691179.931569,5.96%,$0.044426
999,TZC,TrezarCoin,686404.593244,0.30%,$0.007171
1000,TZC,TrezarCoin,686340.731625,0.29%,$0.007170
1001,EBTC,eBitcoin,684263.899305,7.10%,$0.036210
1002,VIU,Viuly,683372.94199,8.66%,$0.000783
1003,STAC,StarterCoin,675102.304488,-2.64%,$0.002391
1004,INV,Invacio,671602.192427,-13.38%,$0.020467
1005,DEUS,DeusCoin,668139.125339,-17.39%,$0.060302
1006,CRB,Creditbit,664819.86869,4.42%,$0.039827
1007,BBO,Bigbom,661366.965417,0.04%,$0.002217
1008,LNC,Blocklancer,653419.118703,-0.44%,$0.005439
1009,KLKS,Kalkulus,652408.847353,4.02%,$0.056443
1010,VSX,Vsync,644282.606755,-9.61%,$0.004013
1011,DFT,DraftCoin,633564.287899,-3.15%,$0.079202
1012,ZER,Zero,631042.96606,-1.67%,$0.210168
1013,XBP,BlitzPredict,623601.178937,-6.63%,$0.001773
1014,BIO,BioCoin,621718.738899,-3.71%,$0.000905
1015,ODN,Obsidian,621165.723215,-8.99%,$0.024847
1016,AMM,MicroMoney,613604.811311,1.54%,$0.052839
1017,SGN,Signals Network,608768.738192,-4.32%,$0.006944
1018,TSE,Tattoocoin (S...,604390.675078,,$0.006684
1019,BSTN,BitStation,600009.386568,-3.43%,$0.000170
1020,XMCC,Monoeci,595100.960024,-1.87%,$0.088981
1021,FSBT,Forty Seven Bank,594665.003423,0.58%,$0.169443
1022,ELY,Elysian,583877.140848,12.38%,$0.007295
1023,RUPX,Rupaya,577508.35339,-13.17%,$0.016456
1024,WAND,WandX,576048.110257,36.21%,$0.047047
1025,RGS,RusGas,573016.935354,-21.07%,$0.000557
1026,CMPCO,CampusCoin,567643.506693,-0.44%,$0.001187
1027,XPTX,PlatinumBAR,566932.333853,21.54%,$0.423550
1028,INN,Innova,538868.005969,-2.67%,$0.125675
1029,BTW,BitWhite,536702.722981,-8.94%,$0.014775
1030,NLX,Nullex,532984.450236,-7.64%,$0.013168
1031,TOLL,Bridge Protocol,532931.604395,7.90%,$0.002336
1032,CRC,CryCash,531876.347392,7.02%,$0.115929
1033,BND,Blocknode,527385.793386,-5.90%,$0.010254
1034,CL,Coinlancer,526600.508963,0.66%,$0.007452
1035,XSG,SnowGem,520185.733652,-1.79%,$0.073222
1036,NKA,IncaKoin,519203.997238,19.61%,$0.000031
1037,OPC,OP Coin,517704.01887,88.10%,$0.000278
1038,DNR,Denarius,513081.29151,11.59%,$0.143789
1039,UNB,UnbreakableCoin,512376.714496,5.80%,$0.224909
1040,PMNT,Paymon,512224.024941,-0.43%,$0.000838
1041,BIT,BitRewards,509394.012516,2.14%,$0.001968
1042,FGC,FantasyGold,502310.772011,-10.24%,$0.055771
1043,SGR,Sugar Exchange,499027.678657,10.51%,$0.025622
1044,CREA,Creativecoin,498401.516191,4.31%,$0.031053
1045,XGOX,XGOX,496985.326023,5.68%,$0.000209
1046,GPKR,Gold Poker,493425.03933,-42.49%,$0.611658
1047,ADZ,Adzcoin,480450.753822,-13.82%,$0.010890
1048,FOXT,Fox Trading,473956.887108,-6.08%,$0.067419
1049,CATO,CatoCoin,470890.393372,-1.32%,$0.627611
1050,PCN,PeepCoin,452109.972903,6.31%,$0.000020
1051,OCL,Oceanlab,438005.046797,-11.11%,$0.009419
1052,ADI,Aditus,436748.492764,-8.62%,$0.001866
1053,TCC,The ChampCoin,436091.131615,0.37%,$0.002644
1054,IC,Ignition,435958.612127,-2.74%,$0.492781
1055,KLN,Kolion,427938.797387,0.53%,$0.610884
1056,MFG,SyncFab,427433.071731,9.82%,$0.002648
1057,ZET,Zetacoin,425554.074952,-0.62%,$0.002524
1058,BRIA,BriaCoin,423755.538917,18.75%,$0.570000
1059,BMH,BlockMesh,423738.237297,4.31%,$0.004735
1060,AMN,Amon,421681.805402,-4.10%,$0.001734
1061,EL,Elcoin,416607.761779,29.21%,$0.037167
1062,CASH,Cashcoin,398339.165618,8.21%,$0.008355
1063,IG,IGToken,392449.796862,-31.65%,$0.000225
1064,SUR,Suretly,382049.053061,-2.43%,$1.72
1065,ARC,Advanced Tech...,376240.123204,8.30%,$0.015028
1066,ELLA,Ellaism,372017.58706,7.62%,$0.033052
1067,ZNY,Bitzeny,369391.288882,-16.50%,$0.004885
1068,ITT,Intelligent T...,369248.653001,-1.32%,$0.037679
1069,KBR,Kubera Coin,366944.791219,-4.89%,$0.003207
1070,MAO,Mao Zedong,366137.848945,1.27%,$0.058277
1071,XDNA,XDNA,365466.914814,1.95%,$0.224285
1072,APR,APR Coin,364464.048065,-0.48%,$0.097955
1073,MCAP,MCAP,362929.983104,26.34%,$0.034598
1074,CAZ,Cazcoin,362694.479135,41.27%,$0.012324
1075,FRST,FirstCoin,362107.869035,-3.98%,$0.011603
1076,ZINC,ZINC,359991.469694,3.06%,$0.104311
1077,WDC,WorldCoin,358094.740436,13.01%,$0.002994
1078,MAG,Magnet,356627.044716,4.28%,$0.010558
1079,ORI,Origami,339707.139474,3.00%,$0.080387
1080,MORE,More Coin,336971.309166,-2.35%,$0.168486
1081,BITBTC,bitBTC,335526.350662,2.21%,$6623.91
1082,INSN,InsaneCoin,328712.743123,-23.20%,$0.014410
1083,FT,Fabric Token,328056.330314,-2.75%,$0.013339
1084,ONX,Onix,320568.349698,-11.58%,$0.002994
1085,DEM,Deutsche eMark,319776.778661,-0.59%,$0.007677
1086,ESZ,EtherSportz,311997.351808,21.37%,$0.063137
1087,VIVO,VIVO,306677.663262,3.64%,$0.117861
1088,RTB,AB-Chain RTB,291862.314836,-5.75%,$0.025871
1089,CROAT,CROAT,287374.201075,9.67%,$0.008356
1090,STU,bitJob,285393.766023,-6.56%,$0.005940
1091,EARTH,Earth Token,277158.406743,-2.32%,$0.001350
1092,PROC,ProCurrency,276856.451942,8.27%,$0.002785
1093,BTRN,Biotron,276833.656389,,$0.008490
1094,GRWI,Growers Inter...,270343.497738,-4.48%,$0.226425
1095,XRA,Ratecoin,255645.994353,25.32%,$0.002088
1096,BTA,Bata,253776.491813,-3.95%,$0.050316
1097,EXMR,Ethereum Monero,247623.292925,-6.49%,$0.021134
1098,EPY,Emphy,244246.023542,-5.92%,$0.030918
1099,EGEM,EtherGem,238606.289324,4.58%,$0.026428
1100,MNE,Minereum,237381.862891,-5.59%,$0.063680
1101,WILD,Wild Crypto,234212.311602,49.80%,$0.009609
1102,PUT,PutinCoin,229903.707063,-34.37%,$0.000430
1103,SAGA,SagaCoin,217487.629539,-7.58%,$0.043313
1104,METM,MetaMorph,214966.407257,49.70%,$0.005443
1105,VRS,Veros,214189.810346,-10.10%,$0.013920
1106,BSM,Bitsum,213571.834532,4.27%,$0.000209
1107,FLIK,FLiK,211507.018169,,$0.003518
1108,UNIFY,Unify,208178.582635,7.15%,$0.011656
1109,ACED,AceD,207705.728859,-8.33%,$0.122109
1110,PRTX,Printex,205850.243176,-17.22%,$0.027853
1111,DTEM,Dystem,202306.835639,-5.38%,$0.110020
1112,NBR,Niobio Cash,201217.105025,1.34%,$0.001876
1113,OPCX,OPCoinX,200382.235493,8.01%,$0.002747
1114,RLT,RouletteToken,197087.749714,-8.73%,$0.019288
1115,TDS,TokenDesk,193262.973087,-5.48%,$0.018803
1116,HOLD,Stellar Holdings,193121.621686,0.33%,$0.000209
1117,LOBS,Lobstex,184983.033067,-4.75%,$0.031419
1118,JET,Jetcoin,184653.827967,29.58%,$0.027061
1119,XOV,XOVBank,183672.697776,-1.84%,$0.003932
1120,FTXT,FUTURAX,183571.889021,-14.34%,$0.000107
1121,DTRC,Datarius Credit,183462.534278,-0.80%,$0.001436
1122,PRIV,PRiVCY,181414.547955,-40.64%,$0.023954
1123,PLAN,Plancoin,167657.223992,-2.04%,$0.030638
1124,ARCT,ArbitrageCT,165675.794488,-0.20%,$0.001833
1125,FANS,Fantasy Cash,164503.98889,-9.86%,$0.035165
1126,WHL,WhaleCoin,161802.049723,-1.17%,$0.015875
1127,GRMD,GreenMed,151715.881224,-6.14%,$0.013230
1128,CJ,Cryptojacks,141552.430183,4.69%,$0.000348
1129,WGO,WavesGo,131622.599779,13.37%,$0.014729
1130,BTCN,BitcoiNote,130595.563249,-5.55%,$0.013973
1131,WEB,Webcoin,130576.190855,-9.97%,$0.004229
1132,BITF,BitF,129062.800519,3.43%,$0.050484
1133,CVN,CVCoin,126190.226456,-14.53%,$0.589189
1134,ELTCOIN,ELTCOIN,122470.25891,7.01%,$0.001361
1135,YUP,Crowdholding,118597.044525,7.54%,$0.000824
1136,HC,Harvest Maste...,112950.884786,-26.94%,$0.032031
1137,DSR,Desire,112153.133277,10.95%,$0.024614
1138,ZCR,ZCore,110279.079259,-12.82%,$0.074798
1139,OCC,Octoin Coin,103803.437306,-0.39%,$0.249448
1140,EUNO,EUNO,103257.580924,-9.66%,$0.021029
1141,XCXT,CoinonatX,100287.173182,-31.37%,$0.005169
1142,XMCT,XMCT,96826.2859517,-13.32%,$0.007493
1143,STN,Steneum Coin,92117.4436627,-4.88%,$0.031474
1144,TIT,Titcoin,90104.3245419,-0.31%,$0.001806
1145,TTC,TittieCoin,89463.3996517,1.07%,$0.000071
1146,EAGLE,EagleCoin,82737.5473814,2.22%,$0.039523
1147,ARION,Arion,79178.3433633,-15.42%,$0.013727
1148,MFTU,Mainstream Fo...,75750.9162685,18.41%,$0.000309
1149,XCO,X-Coin,74958.9678303,1.20%,$0.006052
1150,XRH,Rhenium,74634.7053043,-5.06%,$0.003484
1151,XSTC,Safe Trade Coin,68274.0678719,-24.76%,$0.000209
1152,MST,MustangCoin,64322.383961,,$0.102043
1153,NYEX,Nyerium,61163.2349272,2.60%,$0.003928
1154,GRN,Granite,59292.6226574,12.04%,$0.001462
1155,GRLC,Garlicoin,56214.3245666,-17.82%,$0.004471
1156,LEA,LeaCoin,53696.1406728,18.36%,$0.000139
1157,AMS,AmsterdamCoin,52536.8904331,15.96%,$0.001047
1158,BTCONE,BitCoin One,39379.3244726,-14.55%,$0.003938
1159,FLAX,Flaxscript,27036.9536779,4.87%,$0.004805
1160,ADCN,Asiadigicoin,24304.2479179,-2.05%,$0.000975
1161,LBTC,LiteBitcoin,21043.9550391,21.19%,$0.000727
1162,PRC,PRCoin,14835.449321,28.98%,$0.000627
1163,PCOIN,Pioneer Coin,13745.5715904,39.58%,$0.004651
1164,GSR,GeyserCoin,3419.89854016,26.82%,$0.072975
1165,HMC,HarmonyCoin,1974.05390539,1.15%,$0.003517
1166,VULC,Vulcano [OLD],101223203.596,,$0.012704
1167,LKK,Lykke,18983958.8509,,$0.059922
1168,UTT,United Trader...,15436043.2071,-0.51%,$0.413397
1169,UTNP,Universa,12602695.9464,-4.63%,$0.006826
1170,FAIR,FairCoin,11111063.5501,-8.66%,$0.208879
1171,NOKU,Noku,7188841.41993,,$0.521167
1172,GRID,Grid+,7168825.43405,-0.38%,$0.182708
1173,BCC,BitConnect,6764587.73723,,$0.679889
1174,ECOB,Ecobit,6189577.27089,6.15%,$0.013927
1175,RISE,Rise,5116522.65609,20.12%,$0.039858
1176,APX,APX,4384273.89542,-4.02%,$6.23
1177,BQ,bitqy,4046346.60262,17.04%,$0.001300
1178,AC,AsiaCoin,3929971.95879,3.55%,$0.002158
1179,BTT,Blocktrade,3416938.36823,-8.58%,$0.059319
1180,CCRB,CryptoCarbon,2370890.50559,0.31%,$0.096024
1181,OBITS,OBITS,2246981.97281,-2.35%,$0.143352
1182,SETH,Sether,2034769.67515,28.55%,$0.117777
1183,SENSE,Sense,2008590.04369,-1.31%,$0.010254
1184,PLU,Pluton,1997488.71081,,$2.35
1185,TGT,Target Coin,1996340.16159,0.65%,$0.002096
1186,MAX,MaxCoin,1988475.33614,2.12%,$0.032361
1187,BEE,Bee Token,1875241.94699,0.99%,$0.010777
1188,CBX,Bullion,1773298.03996,5.99%,$1.74
1189,QRK,Quark,1712511.32136,0.31%,$0.006684
1190,ETT,EncryptoTel [...,1687934.90425,,$0.027167
1191,FDX,FidentiaX,1592107.22592,-7.18%,$0.015163
1192,MBI,Monster Byte,1583461.54469,-0.95%,$0.094126
1193,COIN,Coinvest,1565150.66089,0.06%,$0.153336
1194,LOCI,LOCIcoin,1541357.27258,5.34%,$0.038844
1195,CHIPS,CHIPS,1527648.53663,-38.37%,$0.072761
1196,HDG,Hedge,1489274.47043,-0.83%,$0.401457
1197,HORSE,Ethorse,1476291.76635,-2.14%,$0.013966
1198,FCN,Fantomcoin,1471655.36825,,$0.202372
1199,HEAT,HEAT,1429635.75692,5.32%,$0.039673
1200,SMS,Speed Mining ...,1411239.31293,4.14%,$13.48
1201,BUZZ,BuzzCoin,1406029.11488,2.94%,$0.000071
1202,ASTRO,Astro,1394034.24386,,$0.420671
1203,FID,Fidelium,1385932.98201,12.26%,$0.011767
1204,SONIQ,Soniq,1379156.46525,-1.26%,$0.035095
1205,HAC,Hackspace Cap...,1351315.32901,15.90%,$0.004178
1206,POSW,PoSW Coin,1333618.19011,-0.76%,$0.030241
1207,WISH,MyWish,1295663.4031,-1.32%,$0.067746
1208,BTI,Bitcoin Instant,1274827.21383,,$0.009454
1209,BPL,Blockpool,1264946.53533,-0.07%,$0.056740
1210,ETBS,Ethbits,1251991.54942,-8.05%,$0.765889
1211,XPA,XPA,1197305.36137,0.12%,$0.020940
1212,UFO,Uniform Fisca...,1155301.55931,-10.82%,$0.000315
1213,CPAY,Cryptopay,1152199.639,,$0.016864
1214,NOBL,NobleCoin,1144915.23193,0.80%,$0.000490
1215,TBX,Tokenbox,1144490.81722,6.00%,$0.100389
1216,ZZC,ZoZoCoin,1085685.05581,222.79%,$0.557766
1217,PIX,Lampix,1049859.91551,-7.88%,$0.007758
1218,EFYT,Ergo,1022480.07732,4.66%,$2.57
1219,REX,imbrex,997731.00711,-3.34%,$0.115201
1220,LWF,Local World F...,955758.692754,0.31%,$0.009887
1221,TIE,Ties.DB,940772.574362,-5.76%,$0.023046
1222,STAR,Starbase,922275.993503,-2.86%,$0.004919
1223,NTRN,Neutron,919750.480682,0.52%,$0.024433
1224,RC,RussiaCoin,878479.932867,-6.23%,$0.104857
1225,HIRE,HireMatch,866650.469326,-14.23%,$0.026883
1226,FYP,FlypMe,859680.844442,0.71%,$0.048738
1227,TES,TeslaCoin,840888.298153,0.04%,$0.011001
1228,CRED,Verify,839229.011614,-17.09%,$0.062124
1229,EQT,EquiTrader,838221.262112,-2.30%,$0.076087
1230,ECN,E-coin,780623.557483,-27.49%,$2.23
1231,SUMO,Sumokoin,770365.800475,0.31%,$0.112098
1232,GOOD,Goodomy,750679.360593,-62.17%,$0.001210
1233,IXC,Ixcoin,731598.022907,-5.38%,$0.034813
1234,SMLY,SmileyCoin,707240.357013,21.67%,$0.000027
1235,DAY,Chronologic,676040.878151,0.38%,$0.914604
1236,FOR,FORCE,669011.850471,12.56%,$0.004762
1237,KOBO,Kobocoin,628640.89529,-0.91%,$0.025451
1238,PING,CryptoPing,624752.599842,12.46%,$0.062776
1239,VIEW,View,619144.317908,-1.29%,$0.018323
1240,FJC,FujiCoin,575588.569948,-0.82%,$0.000357
1241,ORB,Orbitcoin,562841.107774,10.23%,$0.174762
1242,ARG,Argentum,548277.88875,-9.34%,$0.054268
1243,CDN,Canada eCoin,542036.687307,10.36%,$0.005564
1244,XCN,Cryptonite,541797.485732,4.35%,$0.001238
1245,POP,PopularCoin,533280.124185,74.11%,$0.000139
1246,LIVE,Live Stars,522723.249492,1.36%,$0.013159
1247,LOG,Woodcoin,519431.159876,,$0.064645
1248,RUP,Rupee,509366.550869,46.09%,$0.020888
1249,RIYA,Etheriya,506452.927675,0.46%,$0.320230
1250,VSL,vSlice,502168.799395,8.33%,$0.015039
1251,BYC,Bytecent,499114.241017,1.66%,$0.218278
1252,UNIC,UniCoin,498769.484325,4.63%,$0.163413
1253,DTX,DaTa eXchange,492395.441089,4.66%,$0.022280
1254,DP,DigitalPrice,476530.045259,2.04%,$0.024091
1255,PHI,PHI Token,475597.558403,-11.94%,$0.094509
1256,FYN,FundYourselfNow,440004.31251,1.72%,$0.477550
1257,DRPU,DCORP Utility,437455.725822,-5.99%,$0.123912
1258,MANNA,Manna,429287.597153,-8.52%,$0.001530
1259,UNI,Universe,428946.978625,5.83%,$0.012533
1260,ZENI,Zennies,418097.163158,,$0.000418
1261,TALK,BTCtalkcoin,413680.821158,17.02%,$0.006336
1262,DGC,Digitalcoin,404923.68658,-10.89%,$0.013485
1263,TROLL,Trollcoin,403229.427742,2.88%,$0.000696
1264,TIG,Tigereum,400820.720172,,$0.026111
1265,CJT,ConnectJob,399928.809791,9.30%,$0.003544
1266,INPAY,InPay,398958.503162,,$0.039896
1267,8BIT,8Bit,398707.928036,369.77%,$0.271629
1268,FLT,FlutterCoin,395049.632062,0.47%,$0.000905
1269,MBRS,Embers,390599.80556,67.04%,$0.007812
1270,GMT,Mercury Protocol,387785.803146,,$0.002277
1271,KEK,KekCoin,382400.682046,,$0.035684
1272,SXC,Sexcoin,381449.514511,,$0.002981
1273,MAGE,MagicCoin,363315.683977,6.38%,$0.048738
1274,DCY,Dinastycoin,362664.52668,-11.29%,$0.000209
1275,CDX,Commodity Ad ...,362635.72266,25.11%,$0.011141
1276,BITSILVER,bitSilver,362521.239469,0.24%,$16.66
1277,SGP,SGPay,361682.704896,34.98%,$0.168617
1278,MCI,Musiconomi,360521.268528,25.89%,$0.013020
1279,RBIES,Rubies,353892.677853,0.51%,$0.033978
1280,STAK,STRAKS,343495.82244,8.66%,$0.045383
1281,BWS,Bitcoin W Spe...,342314.607854,-18.26%,$0.003290
1282,SNRG,Synergy,335977.302536,,$0.085323
1283,EBET,EthBet,334659.772345,0.12%,$0.039350
1284,ACRE,ACRE,333777.029876,-36.97%,$0.183326
1285,TRK,Truckcoin,330971.331401,-14.64%,$0.001601
1286,SKC,Skeincoin,329880.909551,-3.27%,$0.024508
1287,WSD,White Standard,321180.78698,4.51%,$0.992371
1288,HAL,Halcyon,320801.184168,62.25%,$0.051245
1289,DSH,Dashcoin,318890.893273,-1.69%,$0.018145
1290,EDRC,EDRCoin,317755.635263,4.44%,$0.114393
1291,STRC,StarCredits,317622.12092,-0.99%,$0.070583
1292,BTDX,Bitcloud,316282.612536,13.76%,$0.012672
1293,GUN,Guncoin,314687.853467,18.00%,$0.001393
1294,CTL,Citadel,308689.836603,-5.00%,$0.029243
1295,IETH,iEthereum,305671.39843,-0.45%,$0.016999
1296,RNS,Renos,304242.138244,-20.36%,$0.009121
1297,UIS,Unitus,303216.855987,-0.17%,$0.004874
1298,PXC,Phoenixcoin,300470.694622,2.69%,$0.004354
1299,BBI,BelugaPay,297201.739976,,$0.060059
1300,START,Startcoin,295616.662939,-1.05%,$0.006558
1301,V,Version,293787.078661,2.14%,$0.000568
1302,BRO,Bitradio,292653.660627,-3.92%,$0.043574
1303,HODL,HOdlcoin,291416.765509,-13.33%,$0.001253
1304,TAG,TagCoin,290281.99067,,$0.045118
1305,TRI,Triangles,283321.575406,16.71%,$2.39
1306,Q2C,QubitCoin,277543.831704,0.31%,$0.001114
1307,MXT,MarteXcoin,277362.588489,-9.26%,$0.090269
1308,ELE,Elementrem,273198.723509,-11.50%,$0.010444
1309,BTWTY,Bit20,268961.699541,,"$264,726"
1310,PIGGY,Piggycoin,265930.45483,-34.01%,$0.000542
1311,FUNK,The Cypherfunks,263923.580494,-8.53%,$0.000005
1312,AHT,Bowhead,262330.278909,,$0.032791
1313,ICOO,ICO OpenLedger,262086.732397,,$0.562476
1314,SUPER,SuperCoin,257650.166851,-70.06%,$0.005222
1315,BDL,Bitdeal,255777.719625,7.46%,$0.001457
1316,REC,Regalcoin,255519.558566,3.21%,$0.019964
1317,TDX,Tidex Token,254417.671908,0.13%,$0.026781
1318,HBN,HoboNickels,250130.875535,-3.15%,$0.003899
1319,BITGOLD,bitGold,245903.467772,-14.70%,$1297.75
1320,NMS,Numus,245482.767769,12.93%,$0.089238
1321,CCO,Ccore,245263.574127,-13.93%,$0.144273
1322,MOIN,Moin,243819.566563,-25.16%,$0.031197
1323,UTC,UltraCoin,242835.688323,0.31%,$0.005083
1324,ARI,Aricoin,242751.084575,7.47%,$0.001044
1325,JEW,Shekel,242410.92965,6.02%,$0.002063
1326,NOBS,No BS Crypto,241262.025437,-15.63%,$0.000348
1327,TRUMP,TrumpCoin,241107.14436,3.93%,$0.036516
1328,LINX,Linx,239889.850447,-6.76%,$0.008425
1329,EBCH,EBCH,239691.268551,,$0.025814
1330,XJO,Joulecoin,236961.373757,2.66%,$0.006475
1331,GOLF,Golfcoin,235789.663037,0.31%,$0.000139
1332,BRIT,BritCoin,230921.598757,,$0.010858
1333,FST,Fastcoin,229431.210569,0.31%,$0.001462
1334,OPAL,Opal,226765.949956,-9.77%,$0.014970
1335,MTNC,Masternodecoin,224698.999701,,$0.004178
1336,MAC,Machinecoin,223868.462171,8.20%,$0.010444
1337,KUSH,KushCoin,223830.388405,19.20%,$0.039965
1338,ECASH,Ethereum Cash,220889.328321,0.31%,$0.015666
1339,ATS,Authorship,220523.543978,-18.91%,$0.002206
1340,RBT,Rimbit,220096.263901,-12.59%,$0.001114
1341,MAZA,MAZA,220055.795701,-24.90%,$0.000209
1342,BTCR,Bitcurrency,212553.32995,6.21%,$0.001253
1343,JC,Jesus Coin,209078.66111,-3.80%,$0.000012
1344,PR,Prototanium,208495.13175,,$1.06
1345,BANK,Bank Coin,207430.708305,0.27%,$0.033560
1346,NETKO,Netko,204419.831502,,$0.033574
1347,DTEM,Dystem,202288.013442,-5.39%,$0.110009
1348,MOTO,Motocoin,198308.666602,-13.70%,$0.010096
1349,BITS,Bitstar,198236.00637,41.20%,$0.010096
1350,LANA,LanaCoin,198186.293361,-9.98%,$0.000211
1351,AIB,Advanced Inte...,197503.26317,66.33%,$0.006127
1352,BLC,Blakecoin,185249.698885,13.09%,$0.009611
1353,IRL,IrishCoin,178544.997432,1.44%,$0.005013
1354,TNS,Transcodium,177079.860694,-0.14%,$0.005663
1355,NYAN,Nyancoin,176957.919291,-1.28%,$0.000548
1356,CNT,Centurion,176603.163918,-5.71%,$0.002274
1357,MEC,Megacoin,175563.619207,1.00%,$0.004697
1358,CRM,Cream,175026.640318,6.36%,$0.003880
1359,VIDZ,PureVidz,171782.035041,51.95%,$0.001371
1360,DGPT,DigiPulse,169075.550198,0.00%,$0.074719
1361,NET,NetCoin,166682.632387,,$0.000212
1362,BTB,BitBar,160592.363849,-7.89%,$4.18
1363,FRC,Freicoin,157451.274599,,$0.005013
1364,GLT,GlobalToken,155525.222155,4.02%,$0.005560
1365,BTCRED,Bitcoin Red,151666.902214,1.18%,$0.007380
1366,XPY,PayCoin,151300.120661,4.32%,$0.012672
1367,SLG,Sterlingcoin,151174.978097,,$0.035646
1368,MARS,Marscoin,149641.440589,-10.31%,$0.005292
1369,EMD,Emerald Crypto,149078.085129,1.21%,$0.007798
1370,DAXX,DaxxCoin,145070.998156,33.83%,$0.000279
