,ABV,Coin,Market Cap,Percent Change,Price
466,MDA,Moeda Loyalty...,8650274.26453,-1.51%,$0.440691
467,EXC,Eximchain,8492626.5773,0.31%,$0.126179
468,DMT,DMarket,8423627.647,0.39%,$0.167748
469,MSP,Mothership,8412236.69066,2.14%,$0.060087
470,SWFTC,SwftCoin,8384687.26477,2.47%,$0.002303
471,ADT,adToken,8360061.92964,2.91%,$0.013933
472,UCASH,UNIVERSAL CASH,8325327.78641,4.61%,$0.001002
473,LUN,Lunyr,8235967.79783,11.32%,$3.58
474,VITAE,Vitae,8235504.10289,-2.13%,$1.05
475,BBR,Boolberry,8227625.20551,-0.93%,$0.678777
476,COSS,COSS,8196447.86963,2.10%,$0.068988
477,DIM,DIMCOIN,8115397.48566,-0.62%,$0.003860
478,SHIFT,Shift,8101273.56145,-0.58%,$0.650182
479,SLT,Smartlands,8036733.62937,1.02%,$1.58
480,DOCK,Dock,8025483.44644,2.16%,$0.018775
481,TRIG,Triggers,8021344.4404,0.88%,$0.249843
482,YOYOW,YOYOW,7871604.68473,1.20%,$0.026972
483,BBC,TraDove B2BCoin,7849439.1387,11.08%,$0.015699
484,ARB,ARBITRAGE,7818897.75968,-5.55%,$1.79
485,CPX,Apex,7788941.40481,5.09%,$0.017705
486,EKT,EDUCare,7761007.79968,-0.10%,$0.017247
487,XTO,Tao,7719149.34891,-24.64%,$0.232341
488,CNN,Content Neutr...,7672675.30716,0.30%,$0.000446
489,MOON,Mooncoin,7635450.43905,-2.30%,$0.000034
490,EVX,Everex,7623977.04342,2.12%,$0.462059
491,RVR,RevolutionVR,7622710.19418,3.61%,$0.036299
492,MWAT,Restart Energ...,7514190.20904,2.09%,$0.016597
493,BCPT,BlockMason Cr...,7430652.48675,-4.80%,$0.099276
494,PLBT,Polybius,7427887.01943,1.39%,$1.87
495,PHR,Phore,7415753.43487,-9.40%,$0.504852
496,HOT,Hydro Protocol,7360430.87726,0.03%,$0.010485
497,HTML,HTMLCOIN,7353431.32211,-8.78%,$0.000139
498,MER,Mercury,7342864.08991,0.16%,$0.073429
499,SPC,SpaceChain,7283077.41143,8.99%,$0.014142
500,OPTI,OptiToken,7281083.61734,1.29%,$0.310758
501,DOV,Dovu,7151952.45591,-0.13%,$0.017989
502,CAS,Cashaa,7131442.81837,1.95%,$0.013958
503,WAB,WABnetwork,7084297.04249,-12.04%,$0.000792
504,ZRC,ZrCoin,7021630.14595,0.29%,$1.80
505,BBK,Brickblock,6991347.97805,29.88%,$0.098302
506,TUBE,BitTube,6982186.36586,3.19%,$0.075605
507,MOT,Olympus Labs,6959850.35544,0.77%,$0.181615
508,VIB,Viberate,6927595.64334,2.91%,$0.039609
509,HLC,HalalChain,6877631.87698,-0.05%,$0.023340
510,CHSB,SwissBorg,6859705.56292,3.78%,$0.011913
511,COLX,ColossusXT,6748360.08536,-4.10%,$0.000621
512,THC,HempCoin,6713632.27637,1.13%,$0.027495
513,DAG,Constellation,6681703.50751,-1.76%,$0.010527
514,DMD,Diamond,6677695.97251,-1.96%,$2.26
515,PEPECASH,Pepe Cash,6595195.67158,-0.60%,$0.009396
516,NVC,Novacoin,6554384.65278,29.67%,$2.99
517,EBC,EBCoin,6550770.59807,-0.31%,$0.001862
518,TIX,Blocktix,6529475.40916,1.47%,$0.163237
519,MLN,Melon,6494545.55426,-0.27%,$10.84
520,YEE,YEE,6473736.92946,-0.10%,$0.004742
521,AMP,Synereo,6469703.28378,0.12%,$0.064229
522,BCA,Bitcoin Atom,6455859.5254,1.00%,$0.353741
523,B2B,B2BX,6411018.1705,2.81%,$0.389973
524,NCT,PolySwarm,6391917.52481,-0.30%,$0.004133
525,RMC,Russian Miner...,6357074.3388,7.74%,$4218.36
526,MTH,Monetha,6356815.41676,-9.30%,$0.029163
527,ZCO,Zebi,6312518.8598,-0.02%,$0.012625
528,FOTA,Fortuna,6298641.60242,1.59%,$0.013774
529,BZNT,Bezant,6268821.69575,-1.74%,$0.015421
530,ZPR,ZPER,6267044.76267,5.12%,$0.005506
531,BMC,Blackmoon,6237238.80241,0.17%,$0.284577
532,PRO,Propy,6222254.84022,0.12%,$0.318996
533,LET,LinkEye,6187137.82176,16.79%,$0.010312
534,BTT,Blocktrade,6168857.90436,44.47%,$0.107094
535,FLASH,Flash,6149649.89254,-0.22%,$0.006833
536,LNC,Linker Coin,6114420.23106,13.01%,$0.054217
537,ABL,Airbloc,6113729.70748,5.84%,$0.037553
538,DADI,DADI,6080074.37907,0.66%,$0.081558
539,SPD,SPINDLE,6077802.92112,-17.87%,$0.001433
540,CRW,Crown,6069835.33709,-3.73%,$0.299309
541,BKX,Bankex,6036177.6588,1.52%,$0.075072
542,HMC,Hi Mutual Soc...,5995169.36624,-0.19%,$0.014836
543,NPW,New Power Coin,5993926.92243,1.42%,$0.444169
544,TAU,Lamden,5971881.83655,4.05%,$0.041992
545,BLK,BlackCoin,5943629.51958,-1.96%,$0.080274
546,ROCK2,ICE ROCK MINING,5908160.56273,4.41%,$0.376381
547,BANCA,Banca,5862098.97841,30.86%,$0.000327
548,DLT,Agrello,5848316.89137,-1.68%,$0.068020
549,LA,LATOKEN,5835490.30223,1.21%,$0.072010
550,MOC,Moss Coin,5797081.94389,0.10%,$0.034318
551,DEV,DeviantCoin,5771148.81286,2.68%,$0.506074
552,POT,PotCoin,5757024.79345,0.18%,$0.026078
553,PAT,Patron,5703811.92075,4.77%,$0.024132
554,IVY,Ivy,5654115.6715,-3.13%,$0.018791
555,HMQ,Humaniq,5633385.33105,2.00%,$0.030404
556,SEN,Consensus,5632622.07979,5.82%,$0.003510
557,GET,GET Protocol,5607092.0853,-2.55%,$0.492357
558,PRL,Oyster,5600535.8598,2.35%,$0.065914
559,1ST,FirstBlood,5593831.06042,-0.85%,$0.065380
560,DAT,Datum,5588667.26243,1.01%,$0.006171
561,RMT,SureRemit,5521288.8251,-13.52%,$0.011043
562,RBY,Rubycoin,5499095.53013,-1.17%,$0.210575
563,CAG,Change,5387956.50008,6.21%,$0.145189
564,XP,Experience Po...,5359638.96765,6.28%,$0.000022
565,ONION,DeepOnion,5281763.12303,1.75%,$0.331840
566,BIS,Bismuth,5253842.50387,3.23%,$0.411192
567,QUN,QunQun,5239746.88817,0.09%,$0.007368
568,UPP,Sentinel Prot...,5215203.95291,-1.30%,$0.025710
569,FNKOS,FNKOS,5202871.52759,-12.33%,$0.037758
570,DIME,Dimecoin,5195466.20371,3.05%,$0.000010
571,XDCE,XinFin Network,5140951.26685,-0.54%,$0.001349
572,XEL,Elastic,5097733.53648,0.72%,$0.055606
573,OCT,OracleChain,5085798.26265,4.68%,$0.169527
574,HAV,Havven,5064723.2314,-4.16%,$0.079311
575,AXPR,aXpire,5053612.67608,2.72%,$0.019070
576,TFD,TE-FOOD,5023205.4211,-0.66%,$0.010095
577,LCS,LocalCoinSwap,4996247.00792,1.63%,$0.124832
578,PRA,ProChain,4980873.4141,0.41%,$0.100496
579,VIPS,Vipstar Coin,4957532.12686,-10.64%,$0.000463
580,EVN,Envion,4951764.06576,1.61%,$0.044463
581,CLAM,Clams,4950322.77824,-0.14%,$1.53
582,FTI,FansTime,4949796.69481,-1.80%,$0.001737
583,XMY,Myriad,4895719.66632,4.61%,$0.003044
584,CARD,Cardstack,4865949.44812,7.68%,$0.002018
585,XSPEC,Spectrecoin,4856103.88419,-4.90%,$0.233632
586,CV,carVertical,4848236.73435,-4.59%,$0.000795
587,PPY,Peerplays,4810517.86408,-15.99%,$1.07
588,XPA,XPA,4801958.35184,3.96%,$0.083983
589,GRC,GridCoin,4779509.2793,-35.26%,$0.012245
590,INCNT,Incent,4766074.15866,-1.77%,$0.103573
591,BPT,Blockport,4763286.18406,3.48%,$0.090093
592,ZCN,0chain,4760953.45812,-8.97%,$0.119024
593,ERO,Eroscoin,4750409.77202,-2.23%,$0.025438
594,CLO,Callisto Network,4741884.27219,13.72%,$0.006813
595,BET,DAO.Casino,4722116.53897,-6.63%,$0.028230
596,UKG,Unikoin Gold,4718362.29675,-0.52%,$0.033352
597,ARN,Aeron,4699947.35857,-4.27%,$0.361534
598,UGC,ugChain,4680436.79411,-1.61%,$0.008228
599,OAX,OAX,4663360.91968,-1.47%,$0.186465
600,NPX,NaPoleonX,4651387.47306,-0.63%,$0.183632
601,LOC,LockTrip,4627862.0858,1.63%,$0.497996
602,CAPP,Cappasity,4577147.27579,7.58%,$0.009226
603,KRM,Karma,4572196.02248,1.22%,$0.002565
604,MGD,MassGrid,4560042.06695,-3.08%,$0.089435
605,MOZO,Mozo Token,4554125.17334,0.71%,$0.006017
606,TMT,TRAXIA,4547523.28851,0.88%,$0.009272
607,TIC,Thingschain,4536468.72468,-4.42%,$0.000396
608,STK,STK,4499472.36039,1.76%,$0.013163
609,IOC,I/O Coin,4491662.54793,0.96%,$0.264475
610,ANC,Anoncoin,4490258.78481,2.32%,$2.13
611,DACS,DACSEE,4411620.97742,-4.60%,$0.005986
612,BLT,Bloom,4394886.42523,7.54%,$0.091825
613,REM,Remme,4385027.35866,2.92%,$0.007292
614,VEX,Vexanium,4371511.3776,7.06%,$0.014485
615,RISE,Rise,4349768.83945,-39.95%,$0.033622
616,ZSC,Zeusshield,4332184.12594,1.71%,$0.003757
617,NMR,Numeraire,4319741.81319,1.83%,$3.20
618,STX,Stox,4313208.04881,1.96%,$0.089065
619,PND,Pandacoin,4303797.12821,2.26%,$0.000132
620,XES,Proxeus,4290387.71729,-1.78%,$0.021110
621,SNC,SunContract,4279443.53785,-0.06%,$0.035690
622,UP,UpToken,4270080.25461,1.85%,$0.029224
623,ORME,Ormeus Coin,4260191.91171,1.65%,$0.250168
624,XAUR,Xaurum,4250969.28377,2.83%,$0.037853
625,UT,Ulord,4250233.984,0.29%,$0.145579
626,BOXX,BOXX Token [B...,4229506.19185,-5.32%,$0.187137
627,SKM,Skrumble Network,4216180.82738,4.43%,$0.005926
628,PCH,POPCHAIN,4203946.13191,1.11%,$0.012555
629,EGT,Egretia,4201267.43497,1.61%,$0.001430
630,RADS,Radium,4194088.17743,4.26%,$1.18
631,MTN,Medicalchain,4192542.37638,0.64%,$0.022662
632,HPC,Happycoin,4183178.97784,4.78%,$0.260633
633,DXT,Datawallet,4171498.88832,6.08%,$0.010690
634,SWM,Swarm,4159612.5875,-1.64%,$0.081380
635,NOKU,Noku,4144165.73066,-1.65%,$0.300438
636,FLO,FLO,4138063.52256,2.84%,$0.028167
637,TAAS,TaaS,4132188.95494,-3.72%,$0.507266
638,PIRL,Pirl,4115721.4111,35.66%,$0.156238
639,GSC,Global Social...,4112711.84841,2.45%,$0.009483
640,ELEC,Electrify.Asia,4104015.18896,1.26%,$0.009164
641,NTK,Neurotoken,4096693.16049,-3.73%,$0.051918
642,OMX,Shivom,4082324.11408,-4.68%,$0.006716
643,MUSIC,Musicoin,4074285.32202,1.85%,$0.003769
644,DTB,Databits,4069972.94773,21.95%,$0.178917
645,ALI,AiLink Token,4068425.21903,1.52%,$0.002414
646,OMNI,Omni,4064117.43611,-1.19%,$7.24
647,AIDOC,AI Doctor,4060469.91011,1.86%,$0.009159
648,SENT,Sentinel,3936295.83261,1.41%,$0.001968
649,TTT,TrustNote,3931568.19092,4.07%,$0.012682
650,BRM,BrahmaOS,3878120.92773,-3.24%,$0.006262
651,EXRN,EXRNchain,3874815.87973,-11.82%,$0.000042
652,NYC,NewYorkCoin,3864284.48522,-6.47%,$0.000029
653,MUE,MonetaryUnit,3816660.01682,-0.38%,$0.027109
654,HST,Decision Token,3814131.58314,-0.72%,$0.119095
655,DICE,Etheroll,3812125.65835,-7.09%,$0.544463
656,SWTH,Switcheo,3806032.55196,-3.01%,$0.007282
657,GRFT,Graft,3778380.59697,-0.37%,$0.009314
658,TNC,Trinity Netwo...,3741289.13829,3.32%,$0.011224
659,CCCX,Clipper Coin,3723417.49515,4.72%,$0.002367
660,EXP,Expanse,3719460.82666,-3.70%,$0.354394
661,LPC,Lightpaycoin,3702465.88664,0.49%,$1.28
662,BBN,Banyan Network,3672616.2284,-4.48%,$0.007782
663,AUR,Auroracoin,3659764.41038,-3.08%,$0.323057
664,CZR,CanonChain,3652804.18922,7.12%,$0.007987
665,XSH,SHIELD,3650179.92154,3.15%,$0.007116
666,BOB,Bob's Repair,3646707.19358,2.52%,$0.046582
667,GUP,Matchpool,3627039.25665,0.67%,$0.048361
668,SEM,Semux,3619367.23917,-19.52%,$0.448086
669,UUU,U Network,3554145.05581,-2.74%,$0.000602
670,IXT,IXT,3553933.06246,-6.74%,$0.099331
671,LUX,LUXCoin,3548068.56747,2.43%,$1.37
672,TIME,Chronobank,3543694.38767,6.36%,$4.99
673,BOT,Bodhi,3532739.24341,-3.57%,$0.088318
674,BMX,BitMart Token,3531507.62909,6.79%,$0.030269
675,NBC,Niobium Coin,3515771.68146,0.78%,$0.073328
676,SLR,SolarCoin,3512289.6708,-1.84%,$0.074450
677,VRC,VeriCoin,3491311.02865,-0.61%,$0.111698
678,MRK,MARK.SPACE,3477171.10452,-2.66%,$0.007194
679,POLIS,Polis,3465810.15293,4.39%,$0.893741
680,RET,RealTract,3456759.4969,1.71%,$0.000346
681,DRT,DomRaider,3442229.12722,3.33%,$0.005819
682,AC3,AC3,3433223.56167,0.10%,$0.049868
683,ATMI,Atonomi,3416615.29918,-2.29%,$0.006761
684,GEN,DAOstack,3415174.88506,1.23%,$0.089212
685,ADST,AdShares,3409622.08597,1.96%,$0.175943
686,DATX,DATx,3394105.15298,3.57%,$0.002440
687,OXY,Oxycoin,3377558.49039,-14.13%,$0.030121
688,SSC,SelfSell,3361113.99331,2.24%,$0.008618
689,RNTB,BitRent,3316993.80731,-5.59%,$0.003941
690,CBC,CashBet Coin,3307171.2977,-1.96%,$0.025686
691,SRCOIN,SRCOIN,3283736.81306,-0.31%,$0.000650
692,ECOM,Omnitude,3274404.62822,-3.49%,$0.067047
693,CHP,CoinPoker,3260465.07782,-1.56%,$0.010337
694,ETK,EnergiToken,3259283.58553,-2.17%,$0.002392
695,UQC,Uquid Coin,3232663.54639,26.33%,$0.323266
696,TFL,TrueFlip,3230949.6183,8.64%,$0.517178
697,BZ,Bit-Z Token,3218527.70567,0.00%,$0.112432
698,GOT,GoNetwork,3214298.93702,0.60%,$0.058445
699,XNK,Ink Protocol,3198092.3819,3.77%,$0.016737
700,THR,ThoreCoin,3171691.90292,3.55%,$36.93
701,ZMN,ZMINE,3171192.8996,-2.16%,$0.023336
702,IFT,InvestFeed,3170557.63172,0.94%,$0.016567
703,EXY,Experty,3159553.96346,1.82%,$0.116639
704,NBAI,Nebula AI,3159190.4762,5.81%,$0.002717
705,UQC,Uquid Coin,3156062.1133,23.33%,$0.315606
706,NLC2,NoLimitCoin,3136546.04695,-3.13%,$0.014955
707,NOTE,DNotes,3115624.62933,-0.62%,$0.023071
708,OLT,OneLedger,3069487.36493,-1.74%,$0.007659
709,DNA,EncrypGen,3023536.75116,-3.76%,$0.048626
710,BSD,BitSend,3017869.97571,3.57%,$0.146009
711,VIN,VINchain,3004154.4639,2.32%,$0.006257
712,MRPH,Morpheus.Network,3003144.6024,-1.73%,$0.119894
713,TIPS,FedoraCoin,2996263.00844,-3.78%,$0.000014
714,RMESH,RightMesh,2994658.00323,-8.34%,$0.053211
715,SHND,StrongHands,2988073.10234,-1.39%,$1.9e-07
716,PRG,Paragon,2937358.36666,-1.37%,$0.044548
717,DIVX,Divi,2935977.76046,-2.20%,$1.15
718,SNTR,Silent Notary,2935225.12864,6.82%,$0.000035
719,LGS,LogisCoin,2923786.88162,17.27%,$8.26
720,DOT,Dotcoin,2914177.1986,1.62%,$0.009340
721,UCN,UChain,2890454.43872,-4.18%,$0.010735
722,RVT,Rivetz,2882655.65623,-4.03%,$0.109839
723,CXO,CargoX,2836497.10651,0.32%,$0.021976
724,QRK,Quark,2822749.1186,-8.44%,$0.011000
725,NIM,Nimiq,2793265.98238,-4.41%,$0.001292
726,SIC,Swisscoin,2787891.51137,0.91%,$0.000331
727,TOA,ToaCoin,2748817.58377,4.01%,$0.001049
728,COVAL,Circuits of V...,2716940.30938,6.09%,$0.002717
729,AIR,AirToken,2714989.35682,-6.83%,$0.002586
730,HKN,Hacken,2707976.0019,16.18%,$0.505388
731,PARETO,Pareto Network,2700363.826,1.26%,$0.010296
732,DYN,Dynamic,2694042.77552,1.47%,$0.781725
733,APH,Aphelion,2693849.51494,-7.10%,$0.053877
734,SIB,SIBCoin,2687266.07898,-1.87%,$0.157660
735,IDH,indaHash,2676760.05567,-2.64%,$0.006693
736,OLE,Olive,2669538.08441,2.38%,$0.009637
737,TSL,Energo,2665145.93632,2.88%,$0.004424
738,MDT,Measurable Da...,2657526.62904,1.57%,$0.006454
739,DEB,Debitum,2655709.41026,-3.11%,$0.013658
740,DAV,DAV Coin,2652187.19161,6.04%,$0.005834
741,SXUT,Spectre.ai Ut...,2646956.2843,-9.92%,$0.107909
742,LIF,Winding Tree,2641060.54437,9.05%,$0.131717
743,PLU,Pluton,2636304.34303,9.11%,$3.10
744,BEZ,Bezop,2592829.20673,-2.96%,$0.051375
745,AAC,Acute Angle C...,2589573.21365,-0.07%,$0.010358
746,HER,HeroNode,2588001.39678,-2.64%,$0.002730
747,OTN,Open Trading ...,2585034.89655,12.18%,$1.28
748,FORK,Forkcoin,2567118.55405,11.92%,$0.532925
749,DGX,Digix Gold Token,2554640.97058,-6.72%,$41.08
750,XLR,Solaris,2547299.80736,5.98%,$1.67
751,TRC,Terracoin,2536001.95994,3.26%,$0.110572
752,OK,OKCash,2529022.0428,-0.36%,$0.034084
753,ELIX,Elixir,2512043.53143,8.37%,$0.077402
754,ABYSS,The Abyss,2496742.84205,-3.08%,$0.011261
755,QBT,Qbao,2472016.2162,-3.02%,$0.037827
756,PTOY,Patientory,2465366.45318,2.48%,$0.035220
757,FOOD,FoodCoin,2457040.0706,0.34%,$0.006161
758,SSP,Smartshare,2453365.62876,10.10%,$0.000691
759,CRBT,Cruisebit,2449240.21539,-0.80%,$0.095703
760,SHP,Sharpe Platfo...,2430105.56306,4.55%,$0.141449
761,PKC,PikcioChain,2411964.3583,-5.92%,$0.057068
762,AID,AidCoin,2397149.86363,1.17%,$0.057142
763,SVD,savedroid,2382903.23378,-7.04%,$0.000886
764,BCY,Bitcrystals,2378621.17232,0.57%,$0.102724
765,GBX,GoByte,2366331.67026,0.12%,$0.908646
766,KNT,Kora Network ...,2359882.52214,1.92%,$0.007866
767,MVP,Merculet,2354243.82828,4.89%,$0.000763
768,C2C,C2C System,2345619.91236,-21.15%,$0.007820
769,DTH,Dether,2334150.68115,-0.97%,$0.027920
770,LND,Lendingblock,2327180.89183,20.98%,$0.003913
771,XMX,XMax,2325740.38984,1.56%,$0.000328
772,CVN,CVCoin,2319157.05074,3.26%,$0.187317
773,SWT,Swarm City,2309436.43617,1.74%,$0.277848
774,CAN,CanYaCoin,2307193.55035,6.85%,$0.052984
775,RTE,Rate3,2303393.46973,1.43%,$0.005369
776,ABY,ArtByte,2301172.42206,7.39%,$0.002904
777,FDZ,Friendz,2299549.7679,6.02%,$0.004566
778,AVT,Aventus,2283708.65706,-5.05%,$0.380618
779,FACE,Faceter,2277935.26228,-0.86%,$0.004852
780,CURE,Curecoin,2265196.29955,-5.10%,$0.094774
781,FLP,FLIP,2264112.8362,0.76%,$0.040463
782,NIO,Autonio,2258480.0469,42.69%,$0.030132
783,ADB,adbank,2252438.82606,-1.35%,$0.003850
784,PINK,PinkCoin,2236287.03276,5.04%,$0.005765
785,GOLOS,Golos,2235921.73889,-37.75%,$0.017956
786,EKO,EchoLink,2219425.51713,-0.89%,$0.005953
787,IPL,VouchForMe,2214224.66286,-3.29%,$0.011016
788,SOUL,Phantasma,2193506.6117,0.53%,$0.037603
789,REBL,REBL,2180505.71743,10.76%,$0.012723
790,CEEK,CEEK VR,2157451.79552,1.07%,$0.005208
791,COFI,CoinFi,2139399.34253,0.06%,$0.012278
792,BERRY,Rentberry,2114853.84323,-2.28%,$0.007016
793,AVINOC,AVINOC,2109770.15681,19.97%,$0.005711
794,REAL,REAL,2096695.39787,3.42%,$0.208506
795,1WO,1World,2090883.25742,-13.18%,$0.101075
796,NCC,NeuroChain,2090647.99147,-3.67%,$0.013396
797,CPC,Capricoin,2066042.32381,-0.34%,$1.04
798,AIT,AICHAIN,2062453.69321,-3.76%,$0.003855
799,LEDU,Education Eco...,2060203.33445,-8.05%,$0.009460
800,UBT,Unibright,2053837.29505,2.92%,$0.014826
801,DBIX,DubaiCoin,2047961.76416,6.92%,$0.917175
802,TKS,Tokes,2036383.97711,-0.18%,$0.595068
803,GCC,Global Crypto...,2032789.74927,6.80%,$0.001313
804,LMC,LoMoCoin,2026414.67439,9.72%,$0.008276
805,FLIXX,Flixxo,2025613.38257,5.72%,$0.025359
806,ENRG,Energycoin,2012624.76958,-2.19%,$0.016464
807,SS,Sharder,1998976.90588,-0.28%,$0.007056
808,XHV,Haven Protocol,1997590.4708,0.11%,$0.396712
809,ALX,ALAX,1990023.43915,0.16%,$0.005934
810,ATM,ATMChain,1982356.61298,38.28%,$0.000425
811,XAP,Apollon,1979838.50497,-5.03%,$0.017556
812,ADH,AdHive,1977866.61503,1.06%,$0.017672
813,INXT,Internxt,1970348.25035,-17.27%,$3.13
814,BDG,BitDegree,1969890.2163,-6.46%,$0.005544
815,ALIS,ALIS,1968116.65155,0.24%,$0.050559
816,XTL,Stellite,1965178.55756,0.85%,$0.000331
817,TRST,WeTrust,1960960.22139,0.17%,$0.021281
818,RLX,Relex,1960250.81011,6.38%,$0.001814
819,IDXM,IDEX Membership,1959019.34377,1.89%,$979.51
820,AVA,Travala,1957646.2636,-9.19%,$0.067096
821,EFX,Effect.AI,1951621.52449,-5.74%,$0.009443
822,CLN,Colu Local Ne...,1945695.47245,-0.18%,$0.016427
823,STA,Starta,1940444.49436,77.62%,$0.373161
824,PAL,Pal Network,1939700.35117,3.25%,$0.004700
825,FLDC,FoldingCoin,1932740.78221,1.26%,$0.002909
826,X8X,X8X Token,1927350.97466,-3.73%,$0.031335
827,2GIVE,2GIVE,1912670.48433,3.12%,$0.003676
828,GEO,GeoCoin,1907335.51175,-1.34%,$0.601508
829,ART,Maecenas,1890093.99925,-19.82%,$0.048110
830,CBT,CommerceBlock,1883699.9774,16.06%,$0.010872
831,ACAT,Alphacat,1868021.01725,0.89%,$0.000669
832,YOC,Yocoin,1847560.73596,-8.89%,$0.016467
833,FREC,Freyrchain,1829123.8807,6.37%,$0.003658
834,ZAP,Zap,1821698.5191,18.06%,$0.014222
835,MTX,Matryx,1818547.97668,3.31%,$0.078304
836,CTC,Credit Tag Chain,1811817.57602,10.27%,$0.049174
837,INSTAR,Insights Network,1791206.44941,13.79%,$0.013305
838,BRX,Breakout Stake,1725302.61763,0.85%,$0.275252
839,J8T,JET8,1715130.64744,-1.65%,$0.003478
840,PCL,Peculium,1709501.34046,1.48%,$0.001635
841,PAYX,Paypex,1707355.09544,-7.89%,$0.024951
842,SCL,Sociall,1706154.94816,-2.85%,$0.102079
843,PKT,Playkey,1703143.93734,0.83%,$0.124942
844,AMLT,AMLT,1698820.49331,-2.23%,$0.020100
845,MTC,MTC Mesh Network,1695219.77416,2.41%,$0.005891
846,NPER,NPER,1692591.06593,-1.02%,$0.033901
847,NEOS,NeosCoin,1675335.32931,-0.62%,$0.412514
848,BTCZ,BitcoinZ,1663377.56496,-4.94%,$0.000604
849,ERC,EuropeCoin,1656571.42942,4.80%,$0.163181
850,HXX,Hexx,1650438.91811,-0.50%,$0.929730
851,BEE,Bee Token,1647895.75363,-0.64%,$0.009420
852,CMCT,Crowd Machine,1640972.497,19.19%,$0.003490
853,ZOI,Zoin,1639836.08898,-10.77%,$0.088927
854,POLL,ClearPoll,1627340.52903,6.63%,$0.232478
855,0xBTC,0xBitcoin,1620651.34816,-1.60%,$0.522294
856,RED,RED,1614821.51198,-3.24%,$0.012422
857,LIKE,LikeCoin,1612993.17096,0.48%,$0.003406
858,SPRTS,Sprouts,1606261.86447,3.01%,$1e-07
859,GLD,GoldCoin,1604914.814,-0.16%,$0.038855
860,TRTT,Trittium,1597833.12853,-0.37%,$0.017192
861,QWARK,Qwark,1596898.04589,-3.64%,$0.023951
862,BLUE,Blue Protocol,1588666.96181,-2.50%,$0.043353
863,ATL,ATLANT,1587187.30458,-0.77%,$0.042266
864,DOW,DOWCOIN,1578417.47553,1.93%,$0.352880
865,EVE,Devery,1556234.64367,-11.82%,$0.024734
866,COIN,Coinvest,1552547.97487,-4.72%,$0.152687
867,LIFE,LIFE,1550661.32951,-42.24%,$0.000066
868,MSR,Masari,1543998.36005,3.79%,$0.203503
869,ZEL,ZelCash,1536968.1569,2.94%,$0.039559
870,OWN,OWNDATA,1531661.60539,-7.32%,$0.000616
871,BNTY,Bounty0x,1528719.96283,-1.42%,$0.008237
872,PIX,Lampix,1525468.95538,1.16%,$0.011273
873,AU,AurumCoin,1524433.34572,-10.19%,$5.11
874,IND,Indorse Token,1521258.85824,0.79%,$0.041012
875,KWATT,4NEW,1518495.01562,6.13%,$0.039936
876,HBZ,Helbiz,1505241.13501,1.34%,$0.002418
877,NKC,Nework,1501801.26256,2.35%,$0.010176
878,IOP,Internet of P...,1491308.39675,-2.80%,$0.298273
879,DERO,Dero,1477637.6524,7.17%,$0.356361
880,ESP,Espers,1475837.41945,-48.95%,$0.000066
881,BETR,BetterBetting,1470085.63215,4.06%,$0.008750
882,SPX,Sp8de,1465206.74737,0.69%,$0.000188
883,ETT,EncryptoTel [...,1458351.41976,5.35%,$0.023472
884,SNOV,Snovian.Space,1456635.98696,-3.97%,$0.003597
885,HB,HeartBout,1437685.0515,6.00%,$0.027027
886,NSD,Nasdacoin,1424836.49375,-1.34%,$0.078887
887,NRG,Energi,1421502.26522,-1.97%,$0.285915
888,SPF,SportyCo,1409784.7756,-2.37%,$0.026668
889,SENSE,Sense,1398913.51213,-5.46%,$0.005600
890,MIC,Mindexcoin,1391475.34764,-11.75%,$0.106816
891,SENC,Sentinel Chain,1389588.61532,4.08%,$0.007044
892,SEND,Social Send,1365253.86192,2.92%,$0.042565
893,DOPE,DopeCoin,1344859.57374,2.13%,$0.011510
894,RATING,DPRating,1337506.58472,2.30%,$0.000622
895,UFR,Upfiring,1331730.01438,5.62%,$0.068505
896,ARY,Block Array,1329046.12413,-3.43%,$0.019422
897,ZLA,Zilla,1322125.08999,0.21%,$0.032672
898,PRIX,Privatix,1320098.04437,4.01%,$1.12
899,SPHR,Sphere,1319659.75768,3.38%,$0.428052
900,ORS,Origin Sport,1318755.92713,1.09%,$0.027448
901,TRTL,Turtlecoin,1318656.83639,48.83%,$0.000053
902,BUZZ,BuzzCoin,1316851.47627,1.22%,$0.000066
903,TX,TransferCoin,1311106.40202,0.35%,$0.196417
904,LWF,Local World F...,1307687.4838,2.62%,$0.013414
905,NET,Nimiq Exchang...,1292218.53589,-3.14%,$0.123068
906,PFR,Payfair,1269023.07854,11.09%,$0.014259
907,FTX,FintruX Network,1266437.69815,1.05%,$0.014899
908,IPSX,IP Exchange,1262894.54497,1.69%,$0.001516
909,GAT,Gatcoin,1253344.98856,3.69%,$0.002365
910,MONK,Monkey Project,1252282.45346,-8.61%,$0.376816
911,CAT,BitClave,1247587.87392,4.32%,$0.002488
912,PTC,Pesetacoin,1244453.05687,-6.52%,$0.009160
913,ONG,SoMee.Social,1239096.66585,,$0.033879
914,ONL,On.Live,1235828.03681,10.16%,$0.061194
915,VIT,Vice Industry...,1230153.01412,-3.31%,$0.004283
916,RCT,RealChain,1221694.94394,4.80%,$0.003812
917,HWC,HollyWoodCoin,1220755.15007,-26.42%,$0.132229
918,CST,Cryptosolartech,1209742.01861,-22.20%,$0.018820
919,ZEST,ZEST,1198710.96007,3.79%,$0.545510
